periode,mois,store_id,store_city,product_id,product_name,categorie,chiffre_affaires,marge_brute,taux_marge_pct,nb_transactions,panier_moyen,taux_rupture,taux_surstock,taux_promotion,ca_sous_promo,nb_retours
2025-05,5,S08,Nantes,P006,T-shirt homme,Textile,25036.74,7060.36,28.2,182,137.56,0.174,0.113,0.08,2002.94,0
2025-05,5,S08,Nantes,P007,Jeans,Textile,75779.85,31145.52,41.1,1048,72.31,0.15,0.169,0.25,18944.96,6
2025-05,5,S08,Nantes,P008,Smartphone,Électronique,117958.98,46475.84,39.4,1075,109.73,0.175,0.121,0.18,21232.62,16
2025-05,5,S08,Nantes,P009,TV 4K,Électronique,144363.75,51104.77,35.4,139,1038.59,0.072,0.191,0.34,49083.68,40
2025-05,5,S08,Nantes,P010,Casque audio,Électronique,62005.44,24740.17,39.9,266,233.1,0.016,0.187,0.05,3100.27,37
2025-06,6,S01,Paris,P001,Lait demi-écrémé,Alimentaire,79118.19,24210.17,30.6,1265,62.54,0.238,0.141,0.25,19779.55,37
2025-06,6,S01,Paris,P002,Riz 1kg,Alimentaire,75324.08,16947.92,22.5,1271,59.26,0.133,0.102,0.2,15064.82,11
2025-06,6,S01,Paris,P003,Pâtes 500g,Alimentaire,118324.76,18103.69,15.3,1338,88.43,0.123,0.062,0.38,44963.41,13
2025-06,6,S01,Paris,P004,Shampoing,Droguerie,65691.95,16620.06,25.3,781,84.11,0.084,0.041,0.32,21021.42,26
2025-06,6,S01,Paris,P005,Lessive,Droguerie,37028.53,9368.22,25.3,1077,34.38,0.004,0.127,0.27,9997.7,28
2025-06,6,S01,Paris,P006,T-shirt homme,Textile,29429.96,11301.1,38.4,426,69.08,0.185,0.19,0.25,7357.49,42
2025-06,6,S01,Paris,P007,Jeans,Textile,2359.91,481.42,20.4,796,2.96,0.073,0.015,0.34,802.37,22
2025-06,6,S01,Paris,P008,Smartphone,Électronique,145291.47,14093.27,9.7,962,151.03,0.186,0.177,0.18,26152.46,8
2025-06,6,S01,Paris,P009,TV 4K,Électronique,123536.56,15318.53,12.4,431,286.63,0.117,0.076,0.12,14824.39,41
2025-06,6,S01,Paris,P010,Casque audio,Électronique,117927.49,45166.23,38.3,502,234.92,0.206,0.053,0.23,27123.32,45
2025-06,6,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,112846.69,21102.33,18.7,1489,75.79,0.054,0.047,0.05,5642.33,43
2025-06,6,S02,Lyon,P002,Riz 1kg,Alimentaire,136745.32,31588.17,23.1,1185,115.4,0.15,0.184,0.2,27349.06,32
2025-06,6,S02,Lyon,P003,Pâtes 500g,Alimentaire,125233.36,20538.27,16.4,299,418.84,0.195,0.18,0.11,13775.67,31
2025-06,6,S02,Lyon,P004,Shampoing,Droguerie,149853.69,63238.26,42.2,127,1179.95,0.21,0.168,0.38,56944.4,32
2025-06,6,S02,Lyon,P005,Lessive,Droguerie,37032.31,14294.47,38.6,1236,29.96,0.055,0.016,0.39,14442.6,38
2025-06,6,S02,Lyon,P006,T-shirt homme,Textile,70717.33,12304.82,17.4,1332,53.09,0.064,0.035,0.38,26872.59,42
2025-06,6,S02,Lyon,P007,Jeans,Textile,90912.61,38365.12,42.2,652,139.44,0.171,0.131,0.06,5454.76,11
2025-06,6,S02,Lyon,P008,Smartphone,Électronique,31145.43,7506.05,24.1,540,57.68,0.055,0.102,0.04,1245.82,2
2025-06,6,S02,Lyon,P009,TV 4K,Électronique,122887.25,29370.05,23.9,447,274.92,0.121,0.028,0.28,34408.43,34
2025-06,6,S02,Lyon,P010,Casque audio,Électronique,62105.89,17948.6,28.9,441,140.83,0.219,0.166,0.22,13663.3,48
2025-06,6,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,107919.77,38311.52,35.5,1394,77.42,0.195,0.052,0.14,15108.77,19
2025-06,6,S03,Marseille,P002,Riz 1kg,Alimentaire,105532.82,29654.72,28.1,770,137.06,0.111,0.126,0.1,10553.28,42
2025-06,6,S03,Marseille,P003,Pâtes 500g,Alimentaire,97955.66,22823.67,23.3,1004,97.57,0.024,0.113,0.33,32325.37,6
2025-06,6,S03,Marseille,P004,Shampoing,Droguerie,5057.75,1790.44,35.4,363,13.93,0.195,0.176,0.29,1466.75,27
2025-06,6,S03,Marseille,P005,Lessive,Droguerie,76258.19,24173.85,31.7,742,102.77,0.155,0.062,0.24,18301.97,37
2025-06,6,S03,Marseille,P006,T-shirt homme,Textile,40928.27,5525.32,13.5,1499,27.3,0.222,0.17,0.14,5729.96,15
2025-06,6,S03,Marseille,P007,Jeans,Textile,21973.65,8328.01,37.9,1073,20.48,0.174,0.03,0.29,6372.36,32
2025-06,6,S03,Marseille,P008,Smartphone,Électronique,77591.83,24829.39,32.0,321,241.72,0.128,0.178,0.26,20173.88,3
2025-06,6,S03,Marseille,P009,TV 4K,Électronique,22348.13,3553.35,15.9,1391,16.07,0.029,0.004,0.32,7151.4,16
2025-06,6,S03,Marseille,P010,Casque audio,Électronique,93171.22,33168.95,35.6,206,452.29,0.149,0.093,0.09,8385.41,6
2025-06,6,S04,Lille,P001,Lait demi-écrémé,Alimentaire,99832.03,13676.99,13.7,878,113.7,0.248,0.199,0.31,30947.93,44
2025-06,6,S04,Lille,P002,Riz 1kg,Alimentaire,83369.8,24760.83,29.7,1058,78.8,0.06,0.157,0.24,20008.75,26
2025-06,6,S04,Lille,P003,Pâtes 500g,Alimentaire,148748.48,43583.3,29.3,1399,106.32,0.073,0.125,0.14,20824.79,30
2025-06,6,S04,Lille,P004,Shampoing,Droguerie,1321.61,570.94,43.2,996,1.33,0.195,0.092,0.2,264.32,22
2025-06,6,S04,Lille,P005,Lessive,Droguerie,32567.76,12310.61,37.8,1486,21.92,0.183,0.195,0.29,9444.65,16
2025-06,6,S04,Lille,P006,T-shirt homme,Textile,108761.85,22296.18,20.5,912,119.26,0.202,0.042,0.11,11963.8,16
2025-06,6,S04,Lille,P007,Jeans,Textile,90547.72,25172.27,27.8,1174,77.13,0.07,0.001,0.36,32597.18,5
2025-06,6,S04,Lille,P008,Smartphone,Électronique,3495.32,1128.99,32.3,408,8.57,0.146,0.176,0.29,1013.64,47
2025-06,6,S04,Lille,P009,TV 4K,Électronique,144865.37,13037.88,9.0,529,273.85,0.142,0.131,0.37,53600.19,25
2025-06,6,S04,Lille,P010,Casque audio,Électronique,91504.95,40628.2,44.4,1261,72.57,0.001,0.019,0.31,28366.53,12
2025-06,6,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,28503.18,7866.88,27.6,757,37.65,0.041,0.035,0.05,1425.16,22
2025-06,6,S05,Toulouse,P002,Riz 1kg,Alimentaire,54427.89,19376.33,35.6,1231,44.21,0.007,0.153,0.38,20682.6,4
2025-06,6,S05,Toulouse,P003,Pâtes 500g,Alimentaire,117730.23,24016.97,20.4,533,220.88,0.033,0.13,0.21,24723.35,8
2025-06,6,S05,Toulouse,P004,Shampoing,Droguerie,81823.48,16773.81,20.5,1359,60.21,0.169,0.156,0.4,32729.39,35
2025-06,6,S05,Toulouse,P005,Lessive,Droguerie,122258.31,31420.39,25.7,141,867.08,0.097,0.04,0.06,7335.5,14
2025-06,6,S05,Toulouse,P006,T-shirt homme,Textile,125346.86,26448.19,21.1,843,148.69,0.13,0.105,0.0,0.0,3
2025-06,6,S05,Toulouse,P007,Jeans,Textile,1781.19,327.74,18.4,765,2.33,0.098,0.103,0.39,694.66,45
2025-06,6,S05,Toulouse,P008,Smartphone,Électronique,46262.87,17163.52,37.1,888,52.1,0.161,0.011,0.14,6476.8,44
2025-06,6,S05,Toulouse,P009,TV 4K,Électronique,139636.94,52503.49,37.6,678,205.95,0.214,0.148,0.19,26531.02,46
2025-06,6,S05,Toulouse,P010,Casque audio,Électronique,17661.97,2084.11,11.8,1256,14.06,0.08,0.113,0.21,3709.01,43
2025-06,6,S06,Nice,P001,Lait demi-écrémé,Alimentaire,9050.01,3520.45,38.9,747,12.12,0.087,0.189,0.05,452.5,2
2025-06,6,S06,Nice,P002,Riz 1kg,Alimentaire,15034.06,2044.63,13.6,264,56.95,0.121,0.0,0.06,902.04,38
2025-06,6,S06,Nice,P003,Pâtes 500g,Alimentaire,139060.31,32957.29,23.7,885,157.13,0.193,0.199,0.11,15296.63,17
2025-06,6,S06,Nice,P004,Shampoing,Droguerie,90163.0,31827.54,35.3,1039,86.78,0.075,0.098,0.03,2704.89,9
2025-06,6,S06,Nice,P005,Lessive,Droguerie,121734.36,15947.2,13.1,339,359.1,0.075,0.108,0.07,8521.41,46
2025-06,6,S06,Nice,P006,T-shirt homme,Textile,100994.17,33732.05,33.4,81,1246.84,0.087,0.104,0.34,34338.02,25
2025-06,6,S06,Nice,P007,Jeans,Textile,15331.01,1947.04,12.7,31,494.55,0.184,0.174,0.17,2606.27,23
2025-06,6,S06,Nice,P008,Smartphone,Électronique,116667.87,48767.17,41.8,245,476.2,0.161,0.186,0.06,7000.07,44
2025-06,6,S06,Nice,P009,TV 4K,Électronique,13478.43,5013.98,37.2,1256,10.73,0.054,0.092,0.06,808.71,5
2025-06,6,S06,Nice,P010,Casque audio,Électronique,40533.56,15767.55,38.9,1307,31.01,0.012,0.033,0.21,8512.05,46
2025-06,6,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,111317.38,39628.99,35.6,578,192.59,0.116,0.091,0.05,5565.87,8
2025-06,6,S07,Bordeaux,P002,Riz 1kg,Alimentaire,126244.51,10857.03,8.6,1490,84.73,0.062,0.052,0.38,47972.91,47
2025-06,6,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,126625.83,34315.6,27.1,1393,90.9,0.06,0.07,0.33,41786.52,5
2025-06,6,S07,Bordeaux,P004,Shampoing,Droguerie,53493.68,17224.96,32.2,351,152.4,0.043,0.149,0.1,5349.37,44
2025-06,6,S07,Bordeaux,P005,Lessive,Droguerie,111550.49,23871.8,21.4,388,287.5,0.13,0.113,0.09,10039.54,18
2025-06,6,S07,Bordeaux,P006,T-shirt homme,Textile,63687.1,10508.37,16.5,183,348.02,0.23,0.034,0.03,1910.61,48
2025-06,6,S07,Bordeaux,P007,Jeans,Textile,38781.52,3567.9,9.2,333,116.46,0.218,0.014,0.26,10083.2,15
2025-06,6,S07,Bordeaux,P008,Smartphone,Électronique,134564.81,29738.82,22.1,1490,90.31,0.203,0.198,0.36,48443.33,41
2025-06,6,S07,Bordeaux,P009,TV 4K,Électronique,3481.16,1155.75,33.2,1336,2.61,0.026,0.171,0.02,69.62,40
2025-06,6,S07,Bordeaux,P010,Casque audio,Électronique,65750.92,10980.4,16.7,902,72.89,0.224,0.075,0.18,11835.17,10
2025-06,6,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,33377.63,13417.81,40.2,658,50.73,0.012,0.087,0.37,12349.72,14
2025-06,6,S08,Nantes,P002,Riz 1kg,Alimentaire,149310.68,20455.56,13.7,88,1696.71,0.026,0.026,0.33,49272.52,25
2025-06,6,S08,Nantes,P003,Pâtes 500g,Alimentaire,36038.53,12757.64,35.4,791,45.56,0.113,0.047,0.38,13694.64,33
2025-06,6,S08,Nantes,P004,Shampoing,Droguerie,93785.7,25322.14,27.0,799,117.38,0.232,0.104,0.12,11254.28,26
2025-06,6,S08,Nantes,P005,Lessive,Droguerie,41334.5,5208.15,12.6,1238,33.39,0.105,0.006,0.16,6613.52,41
2025-06,6,S08,Nantes,P006,T-shirt homme,Textile,33743.94,13126.39,38.9,480,70.3,0.041,0.03,0.03,1012.32,30
2025-06,6,S08,Nantes,P007,Jeans,Textile,74868.91,12353.37,16.5,1344,55.71,0.186,0.15,0.37,27701.5,15
2025-06,6,S08,Nantes,P008,Smartphone,Électronique,32322.17,10989.54,34.0,999,32.35,0.065,0.11,0.26,8403.76,21
2025-06,6,S08,Nantes,P009,TV 4K,Électronique,123975.39,48598.35,39.2,1166,106.33,0.119,0.124,0.2,24795.08,35
2025-06,6,S08,Nantes,P010,Casque audio,Électronique,8020.09,1764.42,22.0,139,57.7,0.164,0.076,0.24,1924.82,24
2025-07,7,S01,Paris,P001,Lait demi-écrémé,Alimentaire,98067.81,27949.33,28.5,1020,96.14,0.088,0.167,0.15,14710.17,26
2025-07,7,S01,Paris,P002,Riz 1kg,Alimentaire,32263.44,7259.27,22.5,1161,27.79,0.044,0.039,0.11,3548.98,49
2025-07,7,S01,Paris,P003,Pâtes 500g,Alimentaire,129669.88,12577.98,9.7,1199,108.15,0.24,0.199,0.37,47977.86,34
2025-07,7,S01,Paris,P004,Shampoing,Droguerie,125103.49,53419.19,42.7,787,158.96,0.068,0.179,0.17,21267.59,26
2025-07,7,S01,Paris,P005,Lessive,Droguerie,8894.94,1752.3,19.7,1421,6.26,0.175,0.178,0.22,1956.89,9
2025-07,7,S01,Paris,P006,T-shirt homme,Textile,51543.97,10308.79,20.0,1018,50.63,0.12,0.11,0.24,12370.55,25
2025-07,7,S01,Paris,P007,Jeans,Textile,29775.03,9736.43,32.7,1382,21.54,0.086,0.185,0.16,4764.0,19
2025-07,7,S01,Paris,P008,Smartphone,Électronique,68783.15,6878.31,10.0,775,88.75,0.038,0.041,0.38,26137.6,25
2025-07,7,S01,Paris,P009,TV 4K,Électronique,131705.69,55448.1,42.1,542,243.0,0.155,0.008,0.07,9219.4,16
2025-07,7,S01,Paris,P010,Casque audio,Électronique,95963.96,36946.12,38.5,652,147.18,0.032,0.197,0.3,28789.19,5
2025-07,7,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,64455.88,22172.82,34.4,594,108.51,0.125,0.115,0.21,13535.73,38
2025-07,7,S02,Lyon,P002,Riz 1kg,Alimentaire,93448.76,34482.59,36.9,119,785.28,0.137,0.113,0.32,29903.6,32
2025-07,7,S02,Lyon,P003,Pâtes 500g,Alimentaire,31112.84,11200.62,36.0,165,188.56,0.246,0.103,0.34,10578.37,34
2025-07,7,S02,Lyon,P004,Shampoing,Droguerie,124404.72,23636.9,19.0,897,138.69,0.225,0.006,0.04,4976.19,35
2025-07,7,S02,Lyon,P005,Lessive,Droguerie,66292.74,19688.94,29.7,605,109.57,0.062,0.132,0.01,662.93,45
2025-07,7,S02,Lyon,P006,T-shirt homme,Textile,6543.41,2591.19,39.6,665,9.84,0.219,0.112,0.19,1243.25,37
2025-07,7,S02,Lyon,P007,Jeans,Textile,119416.71,15404.76,12.9,1045,114.27,0.035,0.123,0.21,25077.51,13
2025-07,7,S02,Lyon,P008,Smartphone,Électronique,116125.34,36231.11,31.2,1295,89.67,0.23,0.116,0.03,3483.76,36
2025-07,7,S02,Lyon,P009,TV 4K,Électronique,27094.99,3982.96,14.7,443,61.16,0.153,0.181,0.29,7857.55,48
2025-07,7,S02,Lyon,P010,Casque audio,Électronique,149657.35,44298.58,29.6,157,953.23,0.149,0.143,0.3,44897.21,32
2025-07,7,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,53433.54,19129.21,35.8,1046,51.08,0.213,0.032,0.27,14427.06,30
2025-07,7,S03,Marseille,P002,Riz 1kg,Alimentaire,5906.0,1287.51,21.8,460,12.84,0.202,0.183,0.37,2185.22,5
2025-07,7,S03,Marseille,P003,Pâtes 500g,Alimentaire,136401.04,14731.31,10.8,812,167.98,0.169,0.198,0.06,8184.06,44
2025-07,7,S03,Marseille,P004,Shampoing,Droguerie,71458.01,16506.8,23.1,723,98.84,0.079,0.118,0.35,25010.3,12
2025-07,7,S03,Marseille,P005,Lessive,Droguerie,40859.03,12257.71,30.0,545,74.97,0.12,0.186,0.12,4903.08,4
2025-07,7,S03,Marseille,P006,T-shirt homme,Textile,9182.87,2883.42,31.4,726,12.65,0.089,0.112,0.14,1285.6,16
2025-07,7,S03,Marseille,P007,Jeans,Textile,50817.35,19920.4,39.2,172,295.45,0.034,0.035,0.18,9147.12,6
2025-07,7,S03,Marseille,P008,Smartphone,Électronique,41963.55,18463.96,44.0,1093,38.39,0.248,0.003,0.26,10910.52,16
2025-07,7,S03,Marseille,P009,TV 4K,Électronique,29287.74,6091.85,20.8,1050,27.89,0.117,0.081,0.01,292.88,9
2025-07,7,S03,Marseille,P010,Casque audio,Électronique,90420.1,23057.13,25.5,142,636.76,0.045,0.185,0.34,30742.83,8
2025-07,7,S04,Lille,P001,Lait demi-écrémé,Alimentaire,86284.87,18378.68,21.3,1211,71.25,0.085,0.058,0.3,25885.46,11
2025-07,7,S04,Lille,P002,Riz 1kg,Alimentaire,65204.64,11606.43,17.8,1295,50.35,0.067,0.104,0.1,6520.46,47
2025-07,7,S04,Lille,P003,Pâtes 500g,Alimentaire,68371.98,28032.51,41.0,1286,53.17,0.04,0.01,0.16,10939.52,43
2025-07,7,S04,Lille,P004,Shampoing,Droguerie,21798.14,6910.01,31.7,814,26.78,0.227,0.056,0.14,3051.74,49
2025-07,7,S04,Lille,P005,Lessive,Droguerie,54946.23,13846.45,25.2,612,89.78,0.054,0.027,0.05,2747.31,14
2025-07,7,S04,Lille,P006,T-shirt homme,Textile,149481.34,20030.5,13.4,867,172.41,0.136,0.031,0.14,20927.39,16
2025-07,7,S04,Lille,P007,Jeans,Textile,65335.36,25088.78,38.4,1017,64.24,0.179,0.172,0.28,18293.9,44
2025-07,7,S04,Lille,P008,Smartphone,Électronique,75531.0,10347.75,13.7,1352,55.87,0.118,0.179,0.06,4531.86,20
2025-07,7,S04,Lille,P009,TV 4K,Électronique,137166.14,25238.57,18.4,787,174.29,0.12,0.049,0.23,31548.21,7
2025-07,7,S04,Lille,P010,Casque audio,Électronique,143041.82,39622.58,27.7,32,4470.06,0.087,0.195,0.35,50064.64,49
2025-07,7,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,38860.06,12979.26,33.4,593,65.53,0.201,0.118,0.2,7772.01,40
2025-07,7,S05,Toulouse,P002,Riz 1kg,Alimentaire,58099.19,8133.89,14.0,566,102.65,0.056,0.093,0.22,12781.82,26
2025-07,7,S05,Toulouse,P003,Pâtes 500g,Alimentaire,29396.2,9612.56,32.7,866,33.94,0.147,0.036,0.34,9994.71,36
2025-07,7,S05,Toulouse,P004,Shampoing,Droguerie,148144.31,24295.67,16.4,1337,110.8,0.123,0.133,0.32,47406.18,12
2025-07,7,S05,Toulouse,P005,Lessive,Droguerie,61523.63,6767.6,11.0,1261,48.79,0.051,0.165,0.3,18457.09,23
2025-07,7,S05,Toulouse,P006,T-shirt homme,Textile,33467.5,13286.6,39.7,1432,23.37,0.128,0.175,0.06,2008.05,3
2025-07,7,S05,Toulouse,P007,Jeans,Textile,91971.23,30626.42,33.3,1314,69.99,0.151,0.192,0.32,29430.79,10
2025-07,7,S05,Toulouse,P008,Smartphone,Électronique,129100.82,38084.74,29.5,72,1793.07,0.186,0.196,0.1,12910.08,40
2025-07,7,S05,Toulouse,P009,TV 4K,Électronique,83086.17,31905.09,38.4,209,397.54,0.152,0.038,0.23,19109.82,11
2025-07,7,S05,Toulouse,P010,Casque audio,Électronique,60624.78,11761.21,19.4,368,164.74,0.208,0.189,0.22,13337.45,36
2025-07,7,S06,Nice,P001,Lait demi-écrémé,Alimentaire,123504.23,55082.89,44.6,544,227.03,0.04,0.018,0.31,38286.31,39
2025-07,7,S06,Nice,P002,Riz 1kg,Alimentaire,40462.39,12381.49,30.6,1018,39.75,0.127,0.163,0.09,3641.62,36
2025-07,7,S06,Nice,P003,Pâtes 500g,Alimentaire,19635.4,2277.71,11.6,167,117.58,0.035,0.115,0.21,4123.43,11
2025-07,7,S06,Nice,P004,Shampoing,Droguerie,111854.92,47202.78,42.2,311,359.66,0.008,0.014,0.24,26845.18,29
2025-07,7,S06,Nice,P005,Lessive,Droguerie,17334.68,2270.84,13.1,59,293.81,0.24,0.124,0.23,3986.98,19
2025-07,7,S06,Nice,P006,T-shirt homme,Textile,40310.14,14390.72,35.7,780,51.68,0.086,0.192,0.01,403.1,48
2025-07,7,S06,Nice,P007,Jeans,Textile,131802.07,30182.67,22.9,1411,93.41,0.018,0.027,0.05,6590.1,31
2025-07,7,S06,Nice,P008,Smartphone,Électronique,17197.62,1891.74,11.0,1284,13.39,0.1,0.041,0.25,4299.4,44
2025-07,7,S06,Nice,P009,TV 4K,Électronique,64723.24,12491.59,19.3,915,70.74,0.011,0.1,0.03,1941.7,19
2025-07,7,S06,Nice,P010,Casque audio,Électronique,149618.44,54311.49,36.3,976,153.3,0.027,0.02,0.15,22442.77,46
2025-07,7,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,86109.61,25488.44,29.6,1280,67.27,0.156,0.022,0.22,18944.11,40
2025-07,7,S07,Bordeaux,P002,Riz 1kg,Alimentaire,105658.4,35501.22,33.6,1314,80.41,0.248,0.039,0.24,25358.02,29
2025-07,7,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,130609.82,19722.08,15.1,869,150.3,0.084,0.092,0.19,24815.87,6
2025-07,7,S07,Bordeaux,P004,Shampoing,Droguerie,29366.28,10102.0,34.4,565,51.98,0.192,0.0,0.18,5285.93,47
2025-07,7,S07,Bordeaux,P005,Lessive,Droguerie,41993.52,16167.51,38.5,496,84.66,0.206,0.038,0.35,14697.73,50
2025-07,7,S07,Bordeaux,P006,T-shirt homme,Textile,123185.06,36462.78,29.6,1032,119.37,0.201,0.143,0.05,6159.25,42
2025-07,7,S07,Bordeaux,P007,Jeans,Textile,32218.71,10857.71,33.7,264,122.04,0.193,0.136,0.25,8054.68,3
2025-07,7,S07,Bordeaux,P008,Smartphone,Électronique,144463.3,17191.13,11.9,561,257.51,0.051,0.157,0.24,34671.19,27
2025-07,7,S07,Bordeaux,P009,TV 4K,Électronique,130616.13,44540.1,34.1,36,3628.23,0.07,0.187,0.19,24817.06,41
2025-07,7,S07,Bordeaux,P010,Casque audio,Électronique,90893.44,29449.47,32.4,764,118.97,0.039,0.048,0.24,21814.43,20
2025-07,7,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,18733.97,4646.02,24.8,1489,12.58,0.082,0.051,0.15,2810.1,0
2025-07,7,S08,Nantes,P002,Riz 1kg,Alimentaire,25865.11,8561.35,33.1,1240,20.86,0.151,0.138,0.06,1551.91,7
2025-07,7,S08,Nantes,P003,Pâtes 500g,Alimentaire,46874.72,10359.31,22.1,1096,42.77,0.04,0.124,0.23,10781.19,37
2025-07,7,S08,Nantes,P004,Shampoing,Droguerie,28920.45,5321.36,18.4,233,124.12,0.139,0.04,0.26,7519.32,2
2025-07,7,S08,Nantes,P005,Lessive,Droguerie,149791.89,51378.62,34.3,903,165.88,0.242,0.058,0.38,56920.92,28
2025-07,7,S08,Nantes,P006,T-shirt homme,Textile,52918.37,22331.55,42.2,1195,44.28,0.104,0.18,0.24,12700.41,32
2025-07,7,S08,Nantes,P007,Jeans,Textile,95108.72,34904.9,36.7,1125,84.54,0.112,0.184,0.32,30434.79,33
2025-07,7,S08,Nantes,P008,Smartphone,Électronique,135406.45,38861.65,28.7,311,435.39,0.222,0.139,0.22,29789.42,33
2025-07,7,S08,Nantes,P009,TV 4K,Électronique,83913.95,18964.55,22.6,929,90.33,0.114,0.158,0.04,3356.56,20
2025-07,7,S08,Nantes,P010,Casque audio,Électronique,121773.41,39698.13,32.6,666,182.84,0.227,0.141,0.17,20701.48,22
2025-08,8,S01,Paris,P001,Lait demi-écrémé,Alimentaire,113345.05,31736.61,28.0,1334,84.97,0.137,0.003,0.19,21535.56,4
2025-08,8,S01,Paris,P002,Riz 1kg,Alimentaire,65886.42,11068.92,16.8,1330,49.54,0.148,0.036,0.37,24377.98,10
2025-08,8,S01,Paris,P003,Pâtes 500g,Alimentaire,92229.92,10514.21,11.4,1482,62.23,0.132,0.034,0.08,7378.39,1
2025-08,8,S01,Paris,P004,Shampoing,Droguerie,104973.61,38210.39,36.4,1487,70.59,0.023,0.101,0.27,28342.87,12
2025-08,8,S01,Paris,P005,Lessive,Droguerie,108501.89,35263.11,32.5,103,1053.42,0.084,0.041,0.16,17360.3,49
2025-08,8,S01,Paris,P006,T-shirt homme,Textile,137255.52,31568.77,23.0,1046,131.22,0.084,0.068,0.14,19215.77,35
2025-08,8,S01,Paris,P007,Jeans,Textile,139701.2,47638.11,34.1,1335,104.65,0.033,0.105,0.33,46101.4,19
2025-08,8,S01,Paris,P008,Smartphone,Électronique,92884.77,7895.21,8.5,1486,62.51,0.101,0.083,0.06,5573.09,23
2025-08,8,S01,Paris,P009,TV 4K,Électronique,81937.29,32774.92,40.0,337,243.14,0.001,0.186,0.08,6554.98,30
2025-08,8,S01,Paris,P010,Casque audio,Électronique,106907.35,31537.67,29.5,148,722.35,0.145,0.071,0.38,40624.79,16
2025-08,8,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,135197.02,52456.44,38.8,342,395.31,0.147,0.033,0.05,6759.85,40
2025-08,8,S02,Lyon,P002,Riz 1kg,Alimentaire,137629.07,51198.01,37.2,977,140.87,0.138,0.134,0.37,50922.76,41
2025-08,8,S02,Lyon,P003,Pâtes 500g,Alimentaire,47342.88,6249.26,13.2,1186,39.92,0.09,0.101,0.36,17043.44,50
2025-08,8,S02,Lyon,P004,Shampoing,Droguerie,74258.51,27327.13,36.8,275,270.03,0.087,0.155,0.09,6683.27,41
2025-08,8,S02,Lyon,P005,Lessive,Droguerie,89245.95,15082.57,16.9,1187,75.19,0.121,0.046,0.19,16956.73,10
2025-08,8,S02,Lyon,P006,T-shirt homme,Textile,85291.33,9637.92,11.3,402,212.17,0.227,0.012,0.27,23028.66,27
2025-08,8,S02,Lyon,P007,Jeans,Textile,126388.67,11627.76,9.2,535,236.24,0.03,0.161,0.38,48027.69,20
2025-08,8,S02,Lyon,P008,Smartphone,Électronique,50158.32,4313.62,8.6,900,55.73,0.099,0.176,0.39,19561.74,40
2025-08,8,S02,Lyon,P009,TV 4K,Électronique,48206.6,4676.04,9.7,525,91.82,0.201,0.118,0.31,14944.05,29
2025-08,8,S02,Lyon,P010,Casque audio,Électronique,142622.56,12836.03,9.0,503,283.54,0.117,0.022,0.33,47065.44,28
2025-08,8,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,98000.49,32340.16,33.0,898,109.13,0.218,0.064,0.37,36260.18,10
2025-08,8,S03,Marseille,P002,Riz 1kg,Alimentaire,95026.89,23756.72,25.0,807,117.75,0.053,0.148,0.21,19955.65,18
2025-08,8,S03,Marseille,P003,Pâtes 500g,Alimentaire,52984.59,23366.2,44.1,230,230.37,0.081,0.031,0.08,4238.77,10
2025-08,8,S03,Marseille,P004,Shampoing,Droguerie,1306.6,341.02,26.1,988,1.32,0.201,0.041,0.04,52.26,44
2025-08,8,S03,Marseille,P005,Lessive,Droguerie,123427.09,47766.28,38.7,1036,119.14,0.01,0.15,0.04,4937.08,30
2025-08,8,S03,Marseille,P006,T-shirt homme,Textile,125283.14,31821.92,25.4,148,846.51,0.247,0.124,0.04,5011.33,16
2025-08,8,S03,Marseille,P007,Jeans,Textile,97973.85,9405.49,9.6,1377,71.15,0.035,0.195,0.22,21554.25,7
2025-08,8,S03,Marseille,P008,Smartphone,Électronique,101567.85,31079.76,30.6,752,135.06,0.111,0.181,0.26,26407.64,29
2025-08,8,S03,Marseille,P009,TV 4K,Électronique,51052.24,18327.75,35.9,1340,38.1,0.091,0.122,0.3,15315.67,11
2025-08,8,S03,Marseille,P010,Casque audio,Électronique,73907.54,19437.68,26.3,365,202.49,0.052,0.126,0.38,28084.87,36
2025-08,8,S04,Lille,P001,Lait demi-écrémé,Alimentaire,29275.35,2342.03,8.0,725,40.38,0.072,0.108,0.3,8782.6,43
2025-08,8,S04,Lille,P002,Riz 1kg,Alimentaire,146200.67,16082.07,11.0,1092,133.88,0.007,0.103,0.15,21930.1,8
2025-08,8,S04,Lille,P003,Pâtes 500g,Alimentaire,115867.04,14251.65,12.3,390,297.09,0.073,0.055,0.01,1158.67,9
