date_snapshot,entrepot_id,entrepot_nom,store_id,store_city,product_id,product_name,categorie,capacite_totale,stock_actuel,seuil_min,seuil_max,taux_occupation_pct,rupture_stock,surstock,rotation_stock_j
2025-07-07,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,423,84,1961,1.21,Non,Non,11.4
2025-07-07,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,382,31,1729,1.09,Non,Non,4.1
2025-07-07,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,966,93,1325,2.76,Non,Non,17.5
2025-07-07,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,496,52,1287,1.65,Non,Non,29.1
2025-07-07,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,1297,84,1346,4.32,Non,Oui,12.2
2025-07-07,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,1703,56,1890,5.68,Non,Oui,8.0
2025-07-07,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,212,39,546,0.71,Non,Non,3.7
2025-07-07,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,284,83,1918,0.95,Non,Non,24.7
2025-07-07,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,747,72,1366,2.49,Non,Non,5.2
2025-07-07,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,317,86,790,1.06,Non,Non,12.4
2025-07-07,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,340,62,1040,1.13,Non,Non,29.7
2025-07-07,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,263,83,1871,0.88,Non,Non,9.4
2025-07-07,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,144,25,570,0.48,Non,Non,1.6
2025-07-07,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,101,70,1860,0.36,Non,Non,3.5
2025-07-07,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,327,68,535,1.17,Non,Non,3.5
2025-07-07,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,1568,23,1645,5.6,Non,Oui,10.8
2025-07-07,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,507,46,793,1.81,Non,Non,26.4
2025-07-07,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,415,71,1834,1.48,Non,Non,22.2
2025-07-07,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,327,45,980,1.17,Non,Non,27.1
2025-07-07,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,1225,47,1281,4.38,Non,Oui,21.7
2025-07-07,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,91,45,526,0.33,Non,Non,27.3
2025-07-07,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,77,27,1979,0.27,Non,Non,18.1
2025-07-07,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,1205,87,1718,4.3,Non,Non,7.8
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,1067,90,1408,4.27,Non,Non,4.3
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,1088,20,1134,4.35,Non,Oui,29.0
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,1318,42,1578,5.27,Non,Non,29.5
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,570,49,1187,2.28,Non,Non,2.9
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,1548,89,1729,6.19,Non,Non,6.2
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,1514,26,1773,6.06,Non,Non,7.7
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,451,53,1946,1.8,Non,Non,19.4
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,181,73,1369,0.72,Non,Non,8.0
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,348,73,1306,1.39,Non,Non,16.5
2025-07-07,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,168,23,1548,0.67,Non,Non,5.1
2025-07-07,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,1300,37,1881,6.5,Non,Non,13.4
2025-07-07,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,1171,28,1214,5.85,Non,Oui,9.8
2025-07-07,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,525,78,1928,2.62,Non,Non,23.3
2025-07-07,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,451,20,1211,2.25,Non,Non,3.1
2025-07-07,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,357,31,574,1.79,Non,Non,20.7
2025-07-07,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,1596,47,1881,7.98,Non,Non,22.5
2025-07-07,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,886,21,1755,4.43,Non,Non,15.4
2025-07-07,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,917,45,1738,4.58,Non,Non,18.9
2025-07-07,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,96,57,785,0.48,Non,Non,17.2
2025-07-07,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,286,35,1131,1.43,Non,Non,20.4
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,485,97,976,2.2,Non,Non,30.0
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,58,65,1826,0.26,Oui,Non,23.0
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,994,33,1330,4.52,Non,Non,13.4
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,1014,32,1542,4.61,Non,Non,14.9
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,1087,36,1847,4.94,Non,Non,16.7
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P006,T-shirt homme,Textile,22000,483,47,1337,2.2,Non,Non,13.5
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P007,Jeans,Textile,22000,1365,87,1861,6.2,Non,Non,11.4
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P008,Smartphone,Électronique,22000,1340,31,1992,6.09,Non,Non,12.5
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P009,TV 4K,Électronique,22000,822,40,1441,3.74,Non,Non,6.0
2025-07-07,E07,Bordeaux-Centre,S07,Bordeaux,P010,Casque audio,Électronique,22000,435,40,876,1.98,Non,Non,13.5
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,24000,1415,76,1554,5.9,Non,Oui,15.9
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P002,Riz 1kg,Alimentaire,24000,1408,92,1932,5.87,Non,Non,6.6
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P003,Pâtes 500g,Alimentaire,24000,404,70,675,1.68,Non,Non,29.7
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P004,Shampoing,Droguerie,24000,191,61,846,0.8,Non,Non,17.0
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P005,Lessive,Droguerie,24000,1826,97,1884,7.61,Non,Oui,21.7
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P006,T-shirt homme,Textile,24000,237,97,501,0.99,Non,Non,9.5
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P007,Jeans,Textile,24000,827,94,995,3.45,Non,Non,10.2
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P008,Smartphone,Électronique,24000,138,88,717,0.57,Non,Non,10.4
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P009,TV 4K,Électronique,24000,983,99,1476,4.1,Non,Non,14.5
2025-07-07,E08,Nantes-Atlantique,S08,Nantes,P010,Casque audio,Électronique,24000,1015,75,1160,4.23,Non,Non,12.0
2025-07-14,E01,Paris-Rungis,S01,Paris,P001,Lait demi-écrémé,Alimentaire,50000,384,23,1624,0.77,Non,Non,27.5
2025-07-14,E01,Paris-Rungis,S01,Paris,P002,Riz 1kg,Alimentaire,50000,50,67,1589,0.1,Oui,Non,10.2
2025-07-14,E01,Paris-Rungis,S01,Paris,P003,Pâtes 500g,Alimentaire,50000,1927,29,1955,3.85,Non,Oui,28.1
2025-07-14,E01,Paris-Rungis,S01,Paris,P004,Shampoing,Droguerie,50000,223,35,1402,0.45,Non,Non,26.9
2025-07-14,E01,Paris-Rungis,S01,Paris,P005,Lessive,Droguerie,50000,988,69,1175,1.98,Non,Non,17.0
2025-07-14,E01,Paris-Rungis,S01,Paris,P006,T-shirt homme,Textile,50000,143,44,1670,0.29,Non,Non,28.6
2025-07-14,E01,Paris-Rungis,S01,Paris,P007,Jeans,Textile,50000,721,37,1708,1.44,Non,Non,26.2
2025-07-14,E01,Paris-Rungis,S01,Paris,P008,Smartphone,Électronique,50000,547,64,690,1.09,Non,Non,16.5
2025-07-14,E01,Paris-Rungis,S01,Paris,P009,TV 4K,Électronique,50000,233,30,1827,0.47,Non,Non,25.4
2025-07-14,E01,Paris-Rungis,S01,Paris,P010,Casque audio,Électronique,50000,877,59,1576,1.75,Non,Non,2.1
2025-07-14,E02,Lyon-Sud,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,35000,4,66,589,0.01,Oui,Non,21.8
2025-07-14,E02,Lyon-Sud,S02,Lyon,P002,Riz 1kg,Alimentaire,35000,552,43,1036,1.58,Non,Non,18.2
2025-07-14,E02,Lyon-Sud,S02,Lyon,P003,Pâtes 500g,Alimentaire,35000,915,43,1570,2.61,Non,Non,17.3
2025-07-14,E02,Lyon-Sud,S02,Lyon,P004,Shampoing,Droguerie,35000,948,82,1215,2.71,Non,Non,29.8
2025-07-14,E02,Lyon-Sud,S02,Lyon,P005,Lessive,Droguerie,35000,657,100,977,1.88,Non,Non,1.5
2025-07-14,E02,Lyon-Sud,S02,Lyon,P006,T-shirt homme,Textile,35000,401,38,1707,1.15,Non,Non,1.5
2025-07-14,E02,Lyon-Sud,S02,Lyon,P007,Jeans,Textile,35000,1796,33,1997,5.13,Non,Non,5.3
2025-07-14,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,519,21,630,1.48,Non,Non,12.4
2025-07-14,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,505,100,573,1.44,Non,Non,9.0
2025-07-14,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,411,93,547,1.17,Non,Non,20.2
2025-07-14,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,305,96,1205,1.02,Non,Non,29.9
2025-07-14,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,871,40,965,2.9,Non,Oui,6.5
2025-07-14,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,840,97,931,2.8,Non,Oui,4.5
2025-07-14,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,393,91,532,1.31,Non,Non,5.9
2025-07-14,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,510,25,527,1.7,Non,Oui,19.5
2025-07-14,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,267,22,778,0.89,Non,Non,23.8
2025-07-14,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,1455,69,1833,4.85,Non,Non,13.3
2025-07-14,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,1648,53,1937,5.49,Non,Non,17.7
2025-07-14,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,480,66,989,1.6,Non,Non,28.4
2025-07-14,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,334,56,550,1.11,Non,Non,15.3
2025-07-14,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,1561,31,1814,5.58,Non,Non,9.0
2025-07-14,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,1223,70,1858,4.37,Non,Non,11.7
2025-07-14,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,1591,72,1889,5.68,Non,Non,27.3
2025-07-14,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,389,52,601,1.39,Non,Non,16.7
2025-07-14,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,370,83,926,1.32,Non,Non,19.7
2025-07-14,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,448,52,1263,1.6,Non,Non,8.4
2025-07-14,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,779,28,1074,2.78,Non,Non,20.0
2025-07-14,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,1357,90,1598,4.85,Non,Non,24.9
2025-07-14,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,406,65,1552,1.45,Non,Non,20.3
2025-07-14,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,406,54,1537,1.45,Non,Non,23.8
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,677,91,968,2.71,Non,Non,28.3
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,1120,65,1841,4.48,Non,Non,28.4
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,426,100,827,1.7,Non,Non,25.1
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,802,47,1389,3.21,Non,Non,25.1
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,492,86,1141,1.97,Non,Non,5.5
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,747,78,1468,2.99,Non,Non,16.2
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,1247,20,1540,4.99,Non,Non,9.4
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,836,40,1832,3.34,Non,Non,23.4
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,447,98,1648,1.79,Non,Non,20.0
2025-07-14,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,499,52,1115,2.0,Non,Non,26.3
2025-07-14,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,1414,75,1722,7.07,Non,Non,10.8
2025-07-14,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,364,88,564,1.82,Non,Non,1.7
2025-07-14,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,122,59,1153,0.61,Non,Non,11.5
2025-07-14,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,358,24,1720,1.79,Non,Non,16.4
2025-07-14,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,338,71,1449,1.69,Non,Non,22.3
2025-07-14,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,468,21,604,2.34,Non,Non,6.7
2025-07-14,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,1553,42,1735,7.76,Non,Non,6.7
2025-07-14,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,957,25,1927,4.78,Non,Non,14.0
2025-07-14,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,604,82,790,3.02,Non,Non,10.1
2025-07-14,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,1287,64,1865,6.44,Non,Non,29.1
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,575,20,994,2.61,Non,Non,27.8
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,282,28,1363,1.28,Non,Non,10.7
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,362,64,725,1.65,Non,Non,2.1
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,1427,36,1911,6.49,Non,Non,19.4
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,47,58,1203,0.21,Oui,Non,20.1
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P006,T-shirt homme,Textile,22000,319,91,692,1.45,Non,Non,7.1
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P007,Jeans,Textile,22000,142,49,632,0.65,Non,Non,27.4
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P008,Smartphone,Électronique,22000,476,96,1042,2.16,Non,Non,24.9
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P009,TV 4K,Électronique,22000,1758,82,1770,7.99,Non,Oui,25.1
2025-07-14,E07,Bordeaux-Centre,S07,Bordeaux,P010,Casque audio,Électronique,22000,80,62,885,0.36,Non,Non,24.1
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,24000,145,32,728,0.6,Non,Non,7.9
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P002,Riz 1kg,Alimentaire,24000,59,65,1679,0.25,Oui,Non,9.0
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P003,Pâtes 500g,Alimentaire,24000,733,41,1321,3.05,Non,Non,6.4
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P004,Shampoing,Droguerie,24000,305,78,1041,1.27,Non,Non,17.0
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P005,Lessive,Droguerie,24000,825,68,875,3.44,Non,Oui,20.4
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P006,T-shirt homme,Textile,24000,104,34,1917,0.43,Non,Non,16.2
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P007,Jeans,Textile,24000,541,83,957,2.25,Non,Non,6.6
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P008,Smartphone,Électronique,24000,599,64,1213,2.5,Non,Non,10.9
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P009,TV 4K,Électronique,24000,883,30,1031,3.68,Non,Non,29.3
2025-07-14,E08,Nantes-Atlantique,S08,Nantes,P010,Casque audio,Électronique,24000,165,97,1781,0.69,Non,Non,18.0
2025-07-21,E01,Paris-Rungis,S01,Paris,P001,Lait demi-écrémé,Alimentaire,50000,80,61,692,0.16,Non,Non,14.8
2025-07-21,E01,Paris-Rungis,S01,Paris,P002,Riz 1kg,Alimentaire,50000,732,58,1204,1.46,Non,Non,10.1
2025-07-21,E01,Paris-Rungis,S01,Paris,P003,Pâtes 500g,Alimentaire,50000,929,48,1910,1.86,Non,Non,21.3
2025-07-21,E01,Paris-Rungis,S01,Paris,P004,Shampoing,Droguerie,50000,485,73,777,0.97,Non,Non,6.4
2025-07-21,E01,Paris-Rungis,S01,Paris,P005,Lessive,Droguerie,50000,933,33,1351,1.87,Non,Non,6.8
2025-07-21,E01,Paris-Rungis,S01,Paris,P006,T-shirt homme,Textile,50000,394,76,1012,0.79,Non,Non,3.8
2025-07-21,E01,Paris-Rungis,S01,Paris,P007,Jeans,Textile,50000,325,37,677,0.65,Non,Non,25.1
2025-07-21,E01,Paris-Rungis,S01,Paris,P008,Smartphone,Électronique,50000,341,67,1366,0.68,Non,Non,23.1
2025-07-21,E01,Paris-Rungis,S01,Paris,P009,TV 4K,Électronique,50000,177,52,707,0.35,Non,Non,22.8
2025-07-21,E01,Paris-Rungis,S01,Paris,P010,Casque audio,Électronique,50000,527,23,1552,1.05,Non,Non,16.2
2025-07-21,E02,Lyon-Sud,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,35000,905,85,1841,2.59,Non,Non,12.4
2025-07-21,E02,Lyon-Sud,S02,Lyon,P002,Riz 1kg,Alimentaire,35000,1272,21,1706,3.63,Non,Non,28.1
2025-07-21,E02,Lyon-Sud,S02,Lyon,P003,Pâtes 500g,Alimentaire,35000,479,74,1669,1.37,Non,Non,3.4
2025-07-21,E02,Lyon-Sud,S02,Lyon,P004,Shampoing,Droguerie,35000,20,75,992,0.06,Oui,Non,23.9
2025-07-21,E02,Lyon-Sud,S02,Lyon,P005,Lessive,Droguerie,35000,1224,50,1766,3.5,Non,Non,10.7
2025-07-21,E02,Lyon-Sud,S02,Lyon,P006,T-shirt homme,Textile,35000,1011,29,1392,2.89,Non,Non,28.3
2025-07-21,E02,Lyon-Sud,S02,Lyon,P007,Jeans,Textile,35000,66,59,1187,0.19,Non,Non,21.7
2025-07-21,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,1105,98,1708,3.16,Non,Non,5.1
2025-07-21,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,1441,36,1886,4.12,Non,Non,22.0
2025-07-21,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,692,76,966,1.98,Non,Non,24.3
2025-07-21,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,287,42,940,0.96,Non,Non,23.7
2025-07-21,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,1086,87,1638,3.62,Non,Non,28.8
2025-07-21,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,704,59,1528,2.35,Non,Non,25.7
2025-07-21,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,597,31,1846,1.99,Non,Non,19.9
2025-07-21,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,378,27,797,1.26,Non,Non,18.6
2025-07-21,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,609,51,1320,2.03,Non,Non,11.6
2025-07-21,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,359,38,1632,1.2,Non,Non,23.8
2025-07-21,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,252,50,719,0.84,Non,Non,8.4
2025-07-21,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,759,80,1240,2.53,Non,Non,13.8
2025-07-21,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,620,79,878,2.07,Non,Non,18.7
2025-07-21,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,678,34,1971,2.42,Non,Non,9.5
2025-07-21,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,529,23,1084,1.89,Non,Non,6.6
2025-07-21,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,1448,30,1567,5.17,Non,Oui,6.9
2025-07-21,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,446,58,1009,1.59,Non,Non,26.6
2025-07-21,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,937,67,960,3.35,Non,Oui,24.1
2025-07-21,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,1337,24,1904,4.78,Non,Non,25.8
2025-07-21,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,990,94,1490,3.54,Non,Non,4.4
2025-07-21,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,32,33,1156,0.11,Oui,Non,12.8
2025-07-21,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,689,94,734,2.46,Non,Oui,28.1
2025-07-21,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,399,97,759,1.43,Non,Non,27.2
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,462,63,631,1.85,Non,Non,7.2
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,228,40,1542,0.91,Non,Non,25.4
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,1258,38,1903,5.03,Non,Non,3.4
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,1031,26,1997,4.12,Non,Non,15.2
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,160,99,818,0.64,Non,Non,3.8
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,406,90,1004,1.62,Non,Non,17.4
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,906,29,1159,3.62,Non,Non,7.3
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,991,78,1391,3.96,Non,Non,4.3
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,280,23,1235,1.12,Non,Non,17.4
2025-07-21,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,2,77,1498,0.01,Oui,Non,13.8
2025-07-21,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,165,57,1209,0.83,Non,Non,11.8
2025-07-21,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,260,45,615,1.3,Non,Non,9.0
2025-07-21,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,181,26,521,0.91,Non,Non,1.2
2025-07-21,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,499,68,1566,2.5,Non,Non,17.3
2025-07-21,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,70,91,1755,0.35,Oui,Non,26.7
2025-07-21,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,709,59,1806,3.55,Non,Non,26.5
2025-07-21,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,647,41,1717,3.23,Non,Non,15.6
2025-07-21,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,96,77,1312,0.48,Non,Non,7.9
2025-07-21,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,17,26,1057,0.08,Oui,Non,18.5
2025-07-21,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,835,46,1059,4.17,Non,Non,20.9
2025-07-21,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,712,78,1891,3.24,Non,Non,9.6
2025-07-21,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,1456,28,1598,6.62,Non,Oui,22.0
2025-07-21,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,1109,50,1368,5.04,Non,Non,15.6
2025-07-21,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,249,25,654,1.13,Non,Non,25.1
2025-07-21,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,353,36,1414,1.6,Non,Non,3.1
