order_id,supplier_id,supplier_name,pays_origine,categorie,product_id,product_name,date_commande,date_livraison,delai_prevu_j,delai_reel_j,retard_j,quantite_commandee,prix_unitaire,montant_total,taux_fiabilite,conformite_qualite
ORD01659,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-26,2025-06-12,14,17,3,484,237.5,114950.0,0.78,Oui
ORD01660,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-10,2025-12-27,18,17,0,1225,401.75,492143.75,0.86,Oui
ORD01661,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-06-13,2025-06-23,10,10,0,453,22.82,10337.46,0.87,Oui
ORD01662,F005,CleanHome,France,Droguerie,P005,Lessive,2025-08-04,2025-08-06,3,2,0,304,204.03,62025.12,0.9,Oui
ORD01663,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-23,2025-10-28,6,5,0,633,8.52,5393.16,0.95,Oui
ORD01664,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-25,2025-08-28,2,3,1,318,378.82,120464.76,0.85,Oui
ORD01665,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-21,2025-02-16,25,26,1,1370,7.81,10699.7,0.87,Oui
ORD01666,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-06-04,2025-06-19,14,15,1,699,339.28,237156.72,0.85,Oui
ORD01667,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-09-10,2025-09-23,10,13,3,146,177.3,25885.8,0.92,Oui
ORD01668,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-07-11,2025-07-19,5,8,3,260,13.67,3554.2,0.76,Oui
ORD01669,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-06-15,2025-06-24,5,9,4,1533,196.34,300989.22,0.79,Oui
ORD01670,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-10-03,2025-10-12,10,9,0,1963,309.86,608255.18,0.76,Oui
ORD01671,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-02-26,2025-02-27,2,1,0,1989,137.28,273049.92,0.82,Oui
ORD01672,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-19,2025-06-06,14,18,4,398,416.22,165655.56,0.9,Oui
ORD01673,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-03-17,2025-03-30,10,13,3,1868,382.64,714771.52,0.97,Oui
ORD01674,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-09-25,2025-10-03,5,8,3,542,260.26,141060.92,0.92,Non
ORD01675,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-09-05,2025-09-15,10,10,0,238,119.08,28341.04,0.82,Oui
ORD01676,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-05,2025-06-03,25,29,4,1375,331.0,455125.0,0.8,Oui
ORD01677,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-31,2025-02-21,21,21,0,76,301.89,22943.64,0.87,Oui
ORD01678,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-23,2025-03-17,21,22,1,477,366.39,174768.03,0.94,Oui
ORD01679,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-06-09,2025-06-23,10,14,4,979,295.05,288853.95,0.96,Oui
ORD01680,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-04-23,2025-04-28,4,5,1,839,438.79,368144.81,0.97,Oui
ORD01681,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-04-07,2025-04-20,14,13,0,619,190.68,118030.92,0.92,Non
ORD01682,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-28,2025-12-15,18,17,0,351,207.7,72902.7,0.78,Oui
ORD01683,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-24,2025-08-26,2,2,0,596,13.35,7956.6,0.92,Oui
ORD01684,F005,CleanHome,France,Droguerie,P005,Lessive,2025-03-02,2025-03-08,3,6,3,222,159.81,35477.82,0.8,Oui
ORD01685,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-18,2025-10-03,14,15,1,158,198.88,31423.04,0.84,Oui
ORD01686,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-05,2025-08-19,14,14,0,652,85.66,55850.32,0.79,Oui
ORD01687,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-10,2025-10-01,18,21,3,937,49.58,46456.46,0.76,Oui
ORD01688,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-23,2025-04-27,5,4,0,158,402.83,63647.14,0.89,Oui
ORD01689,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-02-21,2025-03-19,25,26,1,513,397.23,203778.99,0.92,Oui
ORD01690,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-21,2025-03-07,14,14,0,1553,370.92,576038.76,0.92,Oui
ORD01691,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-04-15,2025-04-20,4,5,1,1354,129.95,175952.3,0.9,Oui
ORD01692,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-05,2025-04-13,5,8,3,1909,315.36,602022.24,0.87,Oui
ORD01693,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-29,2025-04-05,6,7,1,1445,31.72,45835.4,0.8,Oui
ORD01694,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-07,2025-01-15,4,8,4,1021,192.85,196899.85,0.76,Non
ORD01695,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-29,2025-04-07,5,9,4,1607,383.96,617023.72,0.9,Non
ORD01696,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-01,2025-01-21,18,20,2,1838,111.76,205414.88,0.78,Oui
ORD01697,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-15,2026-01-03,18,19,1,1760,103.12,181491.2,0.88,Oui
ORD01698,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-02-21,2025-02-27,5,6,1,1696,331.42,562088.32,0.86,Oui
ORD01699,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-12,2025-06-10,25,29,4,1046,114.46,119725.16,0.86,Oui
ORD01700,F005,CleanHome,France,Droguerie,P005,Lessive,2025-12-30,2026-01-03,3,4,1,1875,233.27,437381.25,0.92,Oui
ORD01701,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-05,2025-09-22,18,17,0,602,308.76,185873.52,0.93,Oui
ORD01702,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-04-23,2025-05-11,14,18,4,340,161.06,54760.4,0.76,Oui
ORD01703,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-07-04,2025-07-18,14,14,0,1574,40.63,63951.62,0.98,Oui
ORD01704,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-21,2025-05-30,5,9,4,1440,245.44,353433.6,0.98,Non
ORD01705,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-31,2025-04-26,25,26,1,1914,305.74,585186.36,0.97,Oui
ORD01706,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-22,2025-06-06,14,15,1,440,18.97,8346.8,0.88,Oui
ORD01707,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-03-04,2025-03-24,18,20,2,1678,205.03,344040.34,0.99,Oui
ORD01708,F005,CleanHome,France,Droguerie,P005,Lessive,2025-02-26,2025-02-28,3,2,0,1071,417.29,446917.59,0.79,Oui
ORD01709,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-29,2025-06-26,25,28,3,1193,299.11,356838.23,0.83,Oui
ORD01710,F005,CleanHome,France,Droguerie,P005,Lessive,2025-01-08,2025-01-13,3,5,2,133,98.19,13059.27,0.96,Oui
ORD01711,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-06-06,2025-06-26,21,20,0,931,158.84,147880.04,0.96,Oui
ORD01712,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-06-29,2025-07-04,4,5,1,1658,386.63,641032.54,0.92,Oui
ORD01713,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-02-14,2025-02-22,4,8,4,604,64.62,39030.48,0.93,Oui
ORD01714,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-29,2025-06-03,5,5,0,115,213.19,24516.85,0.84,Oui
ORD01715,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-05,2025-08-21,14,16,2,1901,44.61,84803.61,0.82,Oui
ORD01716,F005,CleanHome,France,Droguerie,P005,Lessive,2025-03-30,2025-04-05,3,6,3,942,305.68,287950.56,0.83,Oui
ORD01717,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-09,2025-05-15,6,6,0,902,249.65,225184.3,0.83,Oui
ORD01718,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-18,2025-12-08,18,20,2,1167,82.93,96779.31,0.95,Oui
ORD01719,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-12,2025-03-20,5,8,3,955,312.51,298447.05,0.88,Oui
ORD01720,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-28,2025-09-08,10,11,1,925,210.22,194453.5,0.99,Oui
ORD01721,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-14,2025-02-10,25,27,2,231,340.26,78600.06,0.9,Oui
ORD01722,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-25,2025-11-03,6,9,3,814,57.71,46975.94,0.89,Oui
ORD01723,F005,CleanHome,France,Droguerie,P005,Lessive,2025-01-28,2025-02-02,3,5,2,307,181.62,55757.34,0.75,Oui
ORD01724,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-24,2025-09-17,25,24,0,223,25.08,5592.84,0.96,Oui
ORD01725,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-01,2025-11-10,10,9,0,1733,131.11,227213.63,0.87,Oui
ORD01726,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-03-04,2025-03-10,2,6,4,1247,303.65,378651.55,0.93,Oui
ORD01727,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-22,2025-09-28,6,6,0,1201,333.32,400317.32,0.87,Oui
ORD01728,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-06-04,2025-06-12,4,8,4,686,323.75,222092.5,0.98,Oui
ORD01729,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-19,2026-01-06,18,18,0,284,30.68,8713.12,0.79,Oui
ORD01730,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-02-19,2025-03-16,25,25,0,468,47.07,22028.76,0.76,Oui
ORD01731,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-29,2025-02-11,14,13,0,664,182.35,121080.4,1.0,Oui
ORD01732,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-14,2025-06-11,25,28,3,1445,197.89,285951.05,0.91,Oui
ORD01733,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-22,2025-11-25,4,3,0,428,64.19,27473.32,0.94,Oui
ORD01734,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-25,2026-01-22,25,28,3,460,214.53,98683.8,0.82,Oui
ORD01735,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-10,2025-09-29,18,19,1,1417,124.19,175977.23,0.85,Oui
ORD01736,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-02,2025-08-25,21,23,2,353,13.07,4613.71,0.86,Oui
ORD01737,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-25,2025-10-28,2,3,1,119,290.48,34567.12,0.97,Oui
ORD01738,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-07-01,2025-07-03,2,2,0,1008,397.15,400327.2,0.86,Oui
ORD01739,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-03,2025-07-10,4,7,3,1802,387.53,698329.06,0.8,Oui
ORD01740,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-07-19,2025-08-16,25,28,3,178,78.94,14051.32,0.79,Oui
ORD01741,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-23,2025-07-13,18,20,2,1514,386.47,585115.58,0.79,Oui
ORD01742,F005,CleanHome,France,Droguerie,P005,Lessive,2025-07-21,2025-07-23,3,2,0,1926,377.78,727604.28,0.87,Non
ORD01743,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-04,2025-12-22,18,18,0,1229,318.97,392014.13,0.88,Oui
ORD01744,F005,CleanHome,France,Droguerie,P005,Lessive,2025-03-08,2025-03-15,3,7,4,713,265.19,189080.47,0.9,Oui
ORD01745,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-02-04,2025-02-17,14,13,0,110,383.49,42183.9,0.79,Oui
ORD01746,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-09-13,2025-09-22,5,9,4,1025,145.98,149629.5,0.81,Oui
ORD01747,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-23,2025-03-01,6,6,0,1541,401.67,618973.47,0.94,Oui
ORD01748,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-02-01,2025-02-09,5,8,3,562,51.96,29201.52,0.96,Oui
ORD01749,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-07,2025-11-21,10,14,4,1771,13.74,24333.54,0.79,Oui
ORD01750,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-13,2025-08-03,21,21,0,1355,258.41,350145.55,0.8,Oui
ORD01751,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-14,2026-01-05,21,22,1,511,90.94,46470.34,0.79,Oui
ORD01752,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-14,2025-02-23,6,9,3,99,283.29,28045.71,0.92,Oui
ORD01753,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-03,2025-01-08,4,5,1,1635,183.91,300692.85,0.89,Oui
ORD01754,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-12-16,2025-12-24,4,8,4,1915,327.86,627851.9,0.88,Oui
ORD01755,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-20,2025-10-28,6,8,2,1075,158.77,170677.75,0.9,Oui
ORD01756,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-02-04,2025-02-10,4,6,2,925,281.65,260526.25,0.97,Oui
ORD01757,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-09-22,2025-09-27,4,5,1,256,53.51,13698.56,0.81,Oui
ORD01758,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-01-12,2025-01-22,10,10,0,1732,423.31,733172.92,0.98,Oui
ORD01759,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-02-04,2025-02-14,10,10,0,639,34.11,21796.29,0.89,Oui
ORD01760,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-14,2025-10-03,18,19,1,867,278.58,241528.86,0.89,Oui
ORD01761,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-30,2025-09-18,18,19,1,1387,13.98,19390.26,0.83,Oui
ORD01762,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-01-31,2025-02-10,10,10,0,468,246.42,115324.56,0.93,Non
ORD01763,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-01,2025-05-05,2,4,2,199,362.65,72167.35,0.89,Oui
ORD01764,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-06-27,2025-06-28,2,1,0,1995,187.6,374262.0,0.93,Non
ORD01765,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-09-03,2025-09-28,25,25,0,604,325.64,196686.56,0.78,Oui
ORD01766,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-11-29,2025-12-06,6,7,1,933,215.18,200762.94,0.95,Oui
ORD01767,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-01-11,2025-01-16,6,5,0,103,348.24,35868.72,0.95,Oui
ORD01768,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-12-16,2026-01-03,14,18,4,1561,8.63,13471.43,0.87,Oui
ORD01769,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-12-23,2026-01-06,14,14,0,930,315.75,293647.5,0.89,Oui
ORD01770,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-11-12,2025-11-18,5,6,1,770,87.54,67405.8,0.86,Oui
ORD01771,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-17,2025-02-26,6,9,3,70,102.59,7181.3,0.94,Oui
ORD01772,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-18,2025-11-11,25,24,0,1692,7.2,12182.4,0.93,Oui
ORD01773,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-30,2025-02-04,5,5,0,948,81.68,77432.64,0.76,Oui
ORD01774,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-30,2025-06-05,6,6,0,1291,179.32,231502.12,0.91,Oui
ORD01775,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-09,2025-05-17,5,8,3,471,222.97,105018.87,0.93,Oui
ORD01776,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-08-16,2025-08-26,6,10,4,669,423.67,283435.23,0.95,Oui
ORD01777,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-27,2025-10-04,6,7,1,703,314.15,220847.45,0.88,Oui
ORD01778,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-12-28,2026-01-14,14,17,3,1045,126.26,131941.7,0.8,Oui
ORD01779,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-29,2025-05-25,25,26,1,1569,249.06,390775.14,0.78,Oui
ORD01780,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-19,2025-01-23,4,4,0,1480,198.4,293632.0,0.94,Non
ORD01781,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-09-13,2025-09-14,2,1,0,603,125.45,75646.35,0.85,Oui
ORD01782,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-01-31,2025-02-06,5,6,1,1800,274.58,494244.0,0.87,Oui
ORD01783,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-16,2025-08-29,14,13,0,509,92.98,47326.82,0.8,Oui
ORD01784,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-05,2025-12-08,2,3,1,114,243.93,27808.02,0.84,Oui
ORD01785,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-22,2025-07-11,18,19,1,1709,339.12,579556.08,0.8,Oui
ORD01786,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-11,2025-08-31,18,20,2,1652,328.29,542335.08,0.93,Oui
ORD01787,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-11,2025-10-18,5,7,2,2000,324.72,649440.0,0.92,Oui
ORD01788,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-26,2025-09-22,25,27,2,1222,323.79,395671.38,0.94,Oui
ORD01789,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-28,2025-09-15,14,18,4,1943,107.58,209027.94,0.98,Oui
ORD01790,F005,CleanHome,France,Droguerie,P005,Lessive,2025-02-13,2025-02-16,3,3,0,1629,244.49,398274.21,0.83,Oui
ORD01791,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-21,2025-06-09,18,19,1,600,296.82,178092.0,0.95,Oui
ORD01792,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-07,2025-01-24,18,17,0,678,256.01,173574.78,0.83,Oui
ORD01793,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-08-16,2025-08-22,4,6,2,85,198.24,16850.4,0.87,Non
ORD01794,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-23,2025-12-17,21,24,3,496,184.17,91348.32,0.89,Oui
ORD01795,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-10-10,2025-10-29,18,19,1,181,198.48,35924.88,0.81,Oui
ORD01796,F005,CleanHome,France,Droguerie,P005,Lessive,2025-09-11,2025-09-14,3,3,0,515,283.84,146177.6,0.79,Oui
ORD01797,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-04-30,2025-05-01,2,1,0,1390,17.81,24755.9,0.92,Oui
ORD01798,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-12,2025-06-29,18,17,0,1183,322.95,382049.85,0.77,Oui
ORD01799,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-12,2025-05-14,3,2,0,1439,380.3,547251.7,0.96,Oui
ORD01800,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-11-04,2025-11-06,2,2,0,766,49.57,37970.62,0.88,Oui
ORD01801,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-02,2025-05-07,5,5,0,717,256.88,184182.96,0.96,Oui
ORD01802,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-11-25,2025-12-02,5,7,2,1843,127.75,235443.25,0.76,Oui
ORD01803,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-06-21,2025-07-03,10,12,2,1887,293.56,553947.72,0.87,Non
ORD01804,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-16,2025-02-03,18,18,0,804,20.55,16522.2,0.98,Oui
ORD01805,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-02-24,2025-03-01,2,5,3,483,363.71,175671.93,0.88,Oui
ORD01806,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-25,2025-11-23,25,29,4,754,423.0,318942.0,0.84,Oui
ORD01807,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-15,2025-07-23,4,8,4,210,429.85,90268.5,0.99,Non
ORD01808,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-15,2025-10-06,18,21,3,1340,246.93,330886.2,0.85,Oui
ORD01809,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-27,2025-02-24,25,28,3,1017,296.81,301855.77,0.88,Oui
ORD01810,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-22,2025-10-29,6,7,1,1915,110.19,211013.85,0.81,Oui
ORD01811,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-29,2025-05-11,10,12,2,694,336.81,233746.14,0.78,Oui
ORD01812,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-07-05,2025-07-18,14,13,0,770,252.43,194371.1,0.77,Oui
ORD01813,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-06,2025-11-27,21,21,0,969,353.94,342967.86,0.81,Oui
ORD01814,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-03,2025-10-07,4,4,0,1640,409.21,671104.4,0.92,Oui
ORD01815,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-14,2025-06-02,18,19,1,749,141.57,106035.93,0.77,Oui
ORD01816,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-22,2025-10-28,4,6,2,1345,396.71,533574.95,0.8,Oui
ORD01817,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-08,2025-01-29,21,21,0,297,188.67,56034.99,0.94,Oui
ORD01818,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-21,2025-03-14,21,21,0,1830,15.82,28950.6,0.86,Oui
ORD01819,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-03-09,2025-03-17,5,8,3,1825,238.42,435116.5,0.85,Oui
ORD01820,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-25,2025-08-02,4,8,4,1190,109.02,129733.8,0.82,Oui
ORD01821,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-10-30,2025-11-12,10,13,3,1312,48.94,64209.28,0.93,Oui
ORD01822,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-18,2025-08-30,10,12,2,1341,202.66,271767.06,0.96,Oui
ORD01823,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-25,2026-01-15,21,21,0,1552,82.96,128753.92,0.94,Oui
ORD01824,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-02-12,2025-03-09,25,25,0,1884,4.0,7536.0,0.9,Oui
ORD01825,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-07-14,2025-08-05,21,22,1,948,79.94,75783.12,0.93,Oui
ORD01826,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-29,2025-05-05,5,6,1,1060,153.83,163059.8,0.89,Oui
ORD01827,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-18,2025-10-08,18,20,2,634,145.6,92310.4,0.83,Oui
ORD01828,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-01-22,2025-01-30,4,8,4,1857,445.15,826643.55,0.8,Oui
ORD01829,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-12,2025-12-01,18,19,1,253,156.63,39627.39,0.79,Oui
ORD01830,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-13,2025-09-03,21,21,0,1863,76.61,142724.43,0.98,Oui
ORD01831,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-02-24,2025-03-14,18,18,0,1414,125.74,177796.36,0.77,Oui
ORD01832,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-28,2025-04-21,25,24,0,1275,406.19,517892.25,0.99,Oui
ORD01833,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-01-04,2025-01-12,6,8,2,1754,370.17,649278.18,0.84,Oui
ORD01834,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-07,2025-08-29,18,22,4,961,234.64,225489.04,0.96,Oui
ORD01835,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-12-28,2026-01-01,5,4,0,960,400.05,384048.0,0.87,Oui
ORD01836,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-05-23,2025-05-31,4,8,4,1419,52.85,74994.15,0.84,Oui
ORD01837,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-08,2025-02-15,6,7,1,370,228.42,84515.4,0.82,Oui
ORD01838,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-11,2026-01-04,25,24,0,1497,309.73,463665.81,0.97,Oui
ORD01839,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-12-28,2026-01-05,5,8,3,700,86.08,60256.0,0.89,Oui
ORD01840,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-11-21,2025-11-27,2,6,4,66,111.04,7328.64,0.9,Oui
ORD01841,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-12-11,2025-12-17,6,6,0,593,211.82,125609.26,0.87,Oui
