transaction_id,date,store_id,store_city,product_id,product_name,category,price,quantity,total_amount,customer_id,customer_age,customer_segment,loyalty_points,payment_method,stock_before,stock_after,promotion,weather,temperature,special_day,web_visits,clicks
T03650,2025-05-25,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,1,2.0,C642,64,Senior,509,CB,61,60,Oui,Neige,26.0,Soldes,18,18
T03651,2025-05-01,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C775,19,Senior,4591,Espèces,77,75,Non,Soleil,33.1,Noël,19,3
T03652,2025-03-15,S03,Marseille,P006,T-shirt homme,Textile,12.0,4,48.0,C876,69,Famille,1864,Mobile,109,105,Oui,Pluie,3.2,Aucun,14,5
T03653,2025-11-08,S04,Lille,P008,Smartphone,Électronique,299.0,1,299.0,C907,66,Senior,500,CB,98,97,Non,Neige,13.4,Aucun,1,1
T03654,2025-09-02,S01,Paris,P009,TV 4K,Électronique,599.0,8,4792.0,C946,18,Actif,3157,Mobile,149,141,Oui,Soleil,35.0,Aucun,40,8
T03655,2025-04-25,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C351,46,Jeune,4023,Espèces,124,116,Non,Nuageux,10.0,Noël,20,1
T03656,2025-04-25,S05,Toulouse,P009,TV 4K,Électronique,599.0,1,599.0,C423,68,Famille,770,Mobile,170,169,Non,Pluie,-3.5,Soldes,37,14
T03657,2025-06-26,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C867,55,Actif,1331,Espèces,81,80,Non,Nuageux,20.7,Soldes,23,10
T03658,2025-11-27,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C644,55,Jeune,3007,Mobile,47,40,Non,Nuageux,15.1,Aucun,1,0
T03659,2025-10-12,S01,Paris,P010,Casque audio,Électronique,49.0,7,343.0,C676,19,Jeune,1973,CB,39,32,Oui,Nuageux,31.0,Noël,47,2
T03660,2025-09-07,S04,Lille,P004,Shampoing,Droguerie,4.5,1,4.5,C108,65,Famille,4765,Espèces,140,139,Oui,Neige,23.5,Noël,48,18
T03661,2025-09-23,S05,Toulouse,P010,Casque audio,Électronique,49.0,2,98.0,C859,36,Actif,748,Espèces,147,145,Oui,Nuageux,31.4,Black Friday,44,41
T03662,2025-09-11,S03,Marseille,P006,T-shirt homme,Textile,12.0,7,84.0,C426,39,Actif,787,CB,175,168,Oui,Nuageux,10.0,Soldes,13,11
T03663,2025-06-05,S03,Marseille,P005,Lessive,Droguerie,8.5,10,85.0,C563,51,Famille,3467,Mobile,44,34,Non,Neige,9.4,Black Friday,16,8
T03664,2025-04-13,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C299,58,Senior,1139,Espèces,198,190,Non,Nuageux,20.2,Aucun,21,0
T03665,2025-04-07,S01,Paris,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C218,38,Famille,4833,Mobile,173,170,Oui,Nuageux,23.9,Aucun,28,7
T03666,2026-01-01,S02,Lyon,P005,Lessive,Droguerie,8.5,2,17.0,C289,29,Famille,2736,Espèces,33,31,Oui,Pluie,34.1,Black Friday,13,10
T03667,2025-01-05,S02,Lyon,P005,Lessive,Droguerie,8.5,9,76.5,C415,59,Jeune,3556,CB,54,45,Oui,Soleil,30.3,Soldes,38,24
T03668,2025-04-25,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C128,69,Famille,4110,Espèces,42,36,Oui,Pluie,3.3,Black Friday,24,12
T03669,2025-05-23,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C470,54,Actif,4699,Mobile,81,76,Oui,Neige,33.9,Aucun,2,0
T03670,2025-06-10,S08,Nantes,P006,T-shirt homme,Textile,12.0,5,60.0,C257,65,Actif,1536,CB,27,22,Oui,Nuageux,-4.4,Aucun,41,21
T03671,2025-02-28,S04,Lille,P009,TV 4K,Électronique,599.0,5,2995.0,C385,32,Famille,4310,Mobile,66,61,Non,Soleil,27.8,Black Friday,11,8
T03672,2025-03-25,S03,Marseille,P009,TV 4K,Électronique,599.0,5,2995.0,C595,20,Actif,552,Espèces,151,146,Oui,Pluie,13.1,Noël,15,6
T03673,2025-10-19,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C738,50,Jeune,3892,Mobile,140,132,Oui,Neige,4.9,Black Friday,19,0
T03674,2025-03-13,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C766,69,Actif,1895,Mobile,176,168,Non,Soleil,18.7,Soldes,18,13
T03675,2025-06-02,S07,Bordeaux,P008,Smartphone,Électronique,299.0,6,1794.0,C546,62,Famille,2314,Mobile,92,86,Non,Soleil,0.9,Aucun,40,16
T03676,2025-03-06,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C710,58,Actif,2777,Mobile,185,182,Oui,Pluie,28.7,Black Friday,3,2
T03677,2025-10-23,S05,Toulouse,P006,T-shirt homme,Textile,12.0,2,24.0,C605,46,Actif,1576,Espèces,175,173,Non,Soleil,24.9,Aucun,8,6
T03678,2025-06-29,S04,Lille,P006,T-shirt homme,Textile,12.0,10,120.0,C896,30,Senior,3098,Espèces,23,13,Oui,Soleil,9.7,Noël,19,6
T03679,2025-02-19,S05,Toulouse,P005,Lessive,Droguerie,8.5,7,59.5,C798,54,Jeune,1447,Mobile,144,137,Oui,Neige,23.7,Black Friday,32,16
T03680,2025-06-02,S08,Nantes,P010,Casque audio,Électronique,49.0,4,196.0,C433,21,Senior,4399,Mobile,96,92,Oui,Pluie,0.8,Aucun,28,16
T03681,2025-04-03,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C741,60,Actif,888,Espèces,116,108,Oui,Neige,18.7,Soldes,42,40
T03682,2025-04-02,S06,Nice,P005,Lessive,Droguerie,8.5,5,42.5,C703,38,Famille,4610,Espèces,179,174,Non,Neige,33.7,Noël,9,2
T03683,2025-10-26,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,6,12.0,C489,46,Senior,4948,Mobile,45,39,Oui,Neige,6.8,Aucun,37,25
T03684,2025-02-20,S03,Marseille,P005,Lessive,Droguerie,8.5,6,51.0,C493,65,Senior,2772,Mobile,165,159,Non,Pluie,21.3,Black Friday,9,7
T03685,2025-04-05,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C183,20,Jeune,2991,CB,142,141,Non,Neige,21.4,Soldes,22,10
T03686,2025-08-25,S01,Paris,P008,Smartphone,Électronique,299.0,3,897.0,C617,57,Famille,3384,Mobile,28,25,Non,Pluie,0.9,Black Friday,5,3
T03687,2025-07-15,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,5,60.0,C408,36,Actif,2768,Espèces,39,34,Oui,Pluie,-2.9,Aucun,11,11
T03688,2025-04-23,S03,Marseille,P004,Shampoing,Droguerie,4.5,2,9.0,C116,28,Senior,3680,Espèces,25,23,Non,Pluie,6.5,Noël,30,12
T03689,2025-01-12,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C696,53,Jeune,1472,Espèces,44,42,Oui,Pluie,11.3,Black Friday,6,5
T03690,2025-05-06,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C435,48,Famille,3440,Mobile,134,124,Oui,Pluie,9.8,Aucun,48,3
T03691,2025-09-13,S07,Bordeaux,P010,Casque audio,Électronique,49.0,5,245.0,C527,43,Senior,3806,Espèces,87,82,Non,Neige,0.5,Black Friday,44,35
T03692,2025-06-20,S05,Toulouse,P010,Casque audio,Électronique,49.0,3,147.0,C985,18,Senior,4439,Mobile,63,60,Non,Soleil,-0.8,Soldes,48,5
T03693,2025-04-30,S04,Lille,P009,TV 4K,Électronique,599.0,9,5391.0,C530,43,Senior,3474,CB,116,107,Non,Soleil,30.0,Aucun,10,7
T03694,2025-08-30,S02,Lyon,P004,Shampoing,Droguerie,4.5,2,9.0,C900,39,Senior,4705,Espèces,161,159,Oui,Neige,30.1,Soldes,29,25
T03695,2025-11-07,S06,Nice,P007,Jeans,Textile,35.0,5,175.0,C972,25,Actif,2796,Mobile,55,50,Oui,Neige,4.3,Black Friday,41,24
T03696,2025-12-25,S08,Nantes,P004,Shampoing,Droguerie,4.5,4,18.0,C728,58,Jeune,1903,CB,196,192,Oui,Soleil,9.6,Aucun,3,1
T03697,2025-04-10,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C822,24,Actif,4252,CB,86,83,Oui,Soleil,-1.5,Black Friday,25,16
T03698,2025-03-16,S03,Marseille,P005,Lessive,Droguerie,8.5,10,85.0,C764,27,Jeune,4789,Mobile,163,153,Oui,Soleil,-1.5,Noël,0,0
T03699,2025-04-05,S08,Nantes,P004,Shampoing,Droguerie,4.5,2,9.0,C826,62,Senior,3797,Mobile,187,185,Non,Pluie,7.4,Aucun,43,18
T03700,2025-04-12,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,1,2.0,C742,56,Senior,1505,Mobile,46,45,Non,Pluie,19.5,Soldes,2,0
T03701,2025-02-05,S06,Nice,P010,Casque audio,Électronique,49.0,1,49.0,C946,26,Jeune,748,Mobile,132,131,Oui,Pluie,-1.2,Black Friday,15,4
T03702,2025-06-15,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C969,21,Famille,878,Espèces,100,99,Non,Soleil,17.8,Noël,36,14
T03703,2025-10-02,S07,Bordeaux,P005,Lessive,Droguerie,8.5,8,68.0,C575,62,Actif,927,Espèces,173,165,Oui,Neige,26.1,Black Friday,45,1
T03704,2025-11-04,S08,Nantes,P006,T-shirt homme,Textile,12.0,2,24.0,C238,62,Actif,3806,Mobile,94,92,Non,Soleil,32.5,Noël,40,8
T03705,2025-10-06,S04,Lille,P010,Casque audio,Électronique,49.0,8,392.0,C155,67,Famille,4978,Espèces,31,23,Oui,Soleil,9.9,Noël,13,3
T03706,2025-01-29,S06,Nice,P006,T-shirt homme,Textile,12.0,6,72.0,C695,45,Actif,3319,Espèces,175,169,Oui,Soleil,-2.3,Aucun,34,12
T03707,2025-04-20,S04,Lille,P008,Smartphone,Électronique,299.0,9,2691.0,C675,66,Jeune,626,Mobile,104,95,Oui,Nuageux,32.4,Soldes,39,33
T03708,2025-10-31,S08,Nantes,P005,Lessive,Droguerie,8.5,7,59.5,C913,56,Jeune,533,Espèces,99,92,Non,Pluie,22.8,Black Friday,42,25
T03709,2025-01-03,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C951,48,Jeune,1530,Espèces,175,173,Oui,Neige,18.7,Black Friday,27,11
T03710,2025-08-07,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C157,60,Senior,2030,Mobile,61,53,Oui,Nuageux,23.8,Soldes,1,1
T03711,2025-08-15,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C981,50,Senior,1829,Espèces,103,93,Non,Neige,27.1,Black Friday,17,4
T03712,2025-03-16,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,7,8.4,C357,66,Famille,3250,Espèces,165,158,Non,Pluie,27.2,Noël,18,10
T03713,2025-08-13,S01,Paris,P009,TV 4K,Électronique,599.0,9,5391.0,C104,28,Actif,600,CB,97,88,Non,Neige,16.8,Aucun,38,1
T03714,2025-10-23,S08,Nantes,P010,Casque audio,Électronique,49.0,4,196.0,C407,43,Actif,3781,Espèces,123,119,Non,Soleil,17.4,Noël,31,12
T03715,2025-11-03,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C737,41,Senior,773,Mobile,173,165,Non,Soleil,32.7,Aucun,23,18
T03716,2025-06-14,S01,Paris,P007,Jeans,Textile,35.0,8,280.0,C633,67,Famille,785,Mobile,80,72,Non,Pluie,20.7,Aucun,48,39
T03717,2025-07-11,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,4,8.0,C449,55,Famille,3933,Espèces,33,29,Non,Neige,29.1,Black Friday,17,16
T03718,2025-06-22,S04,Lille,P009,TV 4K,Électronique,599.0,1,599.0,C176,24,Famille,798,Espèces,73,72,Oui,Soleil,21.0,Aucun,35,18
T03719,2025-07-14,S03,Marseille,P005,Lessive,Droguerie,8.5,1,8.5,C533,58,Senior,248,Espèces,61,60,Non,Neige,14.9,Black Friday,14,14
T03720,2025-05-06,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C170,25,Jeune,2029,Mobile,52,46,Oui,Neige,-4.1,Soldes,49,3
T03721,2025-10-20,S05,Toulouse,P008,Smartphone,Électronique,299.0,4,1196.0,C989,50,Senior,541,Espèces,129,125,Non,Neige,14.6,Soldes,39,15
T03722,2025-02-06,S08,Nantes,P010,Casque audio,Électronique,49.0,2,98.0,C775,25,Famille,3636,Espèces,28,26,Oui,Nuageux,29.6,Black Friday,3,2
T03723,2025-07-23,S03,Marseille,P007,Jeans,Textile,35.0,8,280.0,C477,49,Famille,455,CB,115,107,Oui,Soleil,18.6,Noël,42,33
T03724,2025-06-30,S07,Bordeaux,P004,Shampoing,Droguerie,4.5,4,18.0,C132,46,Famille,4537,Mobile,185,181,Non,Nuageux,25.3,Soldes,27,15
T03725,2025-11-05,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C889,57,Actif,4255,Mobile,125,123,Non,Pluie,0.8,Noël,12,8
T03726,2025-04-26,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,9,9.9,C500,18,Actif,3605,CB,183,174,Oui,Soleil,25.1,Black Friday,49,29
T03727,2025-06-10,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C262,47,Famille,3529,CB,49,48,Oui,Pluie,-0.2,Soldes,25,19
T03728,2025-03-08,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C142,59,Actif,1966,Espèces,58,53,Non,Soleil,19.7,Soldes,25,3
T03729,2025-07-21,S07,Bordeaux,P004,Shampoing,Droguerie,4.5,8,36.0,C934,34,Jeune,2833,Mobile,72,64,Oui,Pluie,-1.0,Soldes,5,2
T03730,2025-05-23,S05,Toulouse,P005,Lessive,Droguerie,8.5,8,68.0,C864,33,Senior,1335,CB,61,53,Non,Soleil,10.0,Noël,6,1
T03731,2025-04-09,S03,Marseille,P004,Shampoing,Droguerie,4.5,2,9.0,C942,30,Actif,3985,Espèces,84,82,Non,Nuageux,10.1,Black Friday,13,2
T03732,2025-03-11,S02,Lyon,P005,Lessive,Droguerie,8.5,3,25.5,C313,38,Jeune,1241,Espèces,188,185,Non,Neige,19.6,Noël,9,5
T03733,2025-03-19,S05,Toulouse,P002,Riz 1kg,Alimentaire,2.0,4,8.0,C963,47,Actif,4200,CB,133,129,Non,Pluie,23.3,Aucun,10,1
T03734,2025-10-01,S05,Toulouse,P006,T-shirt homme,Textile,12.0,10,120.0,C733,31,Famille,4950,Espèces,196,186,Non,Pluie,9.3,Noël,7,6
T03735,2025-09-25,S02,Lyon,P010,Casque audio,Électronique,49.0,8,392.0,C474,36,Actif,1632,CB,189,181,Oui,Nuageux,22.3,Black Friday,42,37
T03736,2025-08-01,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C555,33,Famille,4118,CB,115,110,Oui,Soleil,20.2,Soldes,27,4
T03737,2025-06-10,S08,Nantes,P004,Shampoing,Droguerie,4.5,2,9.0,C455,46,Senior,1091,CB,169,167,Oui,Pluie,20.2,Aucun,22,22
T03738,2025-01-19,S05,Toulouse,P008,Smartphone,Électronique,299.0,10,2990.0,C920,41,Senior,3134,Mobile,128,118,Non,Pluie,34.2,Aucun,9,5
T03739,2025-09-13,S06,Nice,P004,Shampoing,Droguerie,4.5,7,31.5,C677,40,Famille,3006,Mobile,22,15,Oui,Neige,19.0,Soldes,1,1
T03740,2025-09-19,S02,Lyon,P008,Smartphone,Électronique,299.0,4,1196.0,C422,57,Jeune,4577,Espèces,158,154,Oui,Soleil,19.2,Black Friday,41,8
T03741,2025-05-27,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,6,7.2,C766,25,Actif,3262,CB,190,184,Oui,Neige,1.0,Black Friday,31,2
T03742,2025-03-31,S04,Lille,P002,Riz 1kg,Alimentaire,2.0,5,10.0,C965,53,Famille,2378,Mobile,46,41,Oui,Neige,31.4,Aucun,45,3
T03743,2025-07-18,S03,Marseille,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C133,29,Jeune,800,CB,146,138,Oui,Nuageux,5.5,Soldes,29,14
T03744,2025-04-20,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,5,10.0,C721,65,Actif,2787,Espèces,51,46,Oui,Nuageux,25.8,Aucun,28,8
T03745,2025-05-14,S03,Marseille,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C644,24,Jeune,1713,CB,151,149,Oui,Nuageux,4.0,Soldes,46,8
T03746,2025-06-03,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,4,48.0,C919,26,Jeune,3847,CB,22,18,Oui,Soleil,32.4,Soldes,0,1
T03747,2025-06-15,S03,Marseille,P008,Smartphone,Électronique,299.0,2,598.0,C336,26,Actif,3848,CB,90,88,Non,Pluie,11.0,Noël,45,26
T03748,2025-11-23,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C330,40,Actif,1289,CB,21,16,Oui,Soleil,8.0,Black Friday,44,12
T03749,2025-03-26,S04,Lille,P008,Smartphone,Électronique,299.0,7,2093.0,C384,45,Famille,1562,Espèces,180,173,Oui,Soleil,18.0,Soldes,49,18
T03750,2025-05-02,S08,Nantes,P006,T-shirt homme,Textile,12.0,7,84.0,C583,51,Actif,2509,Espèces,25,18,Non,Nuageux,30.8,Noël,9,0
T03751,2025-12-31,S05,Toulouse,P010,Casque audio,Électronique,49.0,5,245.0,C160,54,Senior,1701,CB,46,41,Oui,Neige,16.2,Soldes,5,5
T03752,2025-01-02,S07,Bordeaux,P005,Lessive,Droguerie,8.5,2,17.0,C144,69,Famille,1426,Mobile,135,133,Non,Soleil,16.2,Black Friday,5,4
T03753,2025-10-09,S08,Nantes,P008,Smartphone,Électronique,299.0,1,299.0,C553,40,Senior,3173,Espèces,200,199,Oui,Neige,28.2,Aucun,18,18
T03754,2025-09-11,S04,Lille,P007,Jeans,Textile,35.0,5,175.0,C455,27,Jeune,635,Espèces,164,159,Oui,Pluie,-2.9,Aucun,15,11
T03755,2025-11-11,S08,Nantes,P006,T-shirt homme,Textile,12.0,3,36.0,C405,53,Jeune,4744,CB,188,185,Non,Pluie,30.0,Aucun,23,15
T03756,2025-08-12,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,3,36.0,C109,18,Actif,3239,Espèces,116,113,Oui,Soleil,19.4,Soldes,34,23
T03757,2025-10-26,S01,Paris,P004,Shampoing,Droguerie,4.5,10,45.0,C638,70,Senior,3225,CB,35,25,Oui,Neige,28.1,Soldes,8,3
T03758,2025-07-09,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C206,56,Famille,2562,Mobile,92,90,Oui,Neige,27.9,Black Friday,24,7
T03759,2025-11-04,S08,Nantes,P009,TV 4K,Électronique,599.0,10,5990.0,C940,60,Famille,3316,Mobile,139,129,Oui,Nuageux,17.0,Soldes,27,22
T03760,2025-01-15,S08,Nantes,P008,Smartphone,Électronique,299.0,6,1794.0,C810,20,Jeune,1827,Espèces,98,92,Oui,Pluie,23.1,Aucun,4,3
T03761,2025-10-21,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C256,25,Senior,2525,Mobile,23,21,Non,Pluie,3.6,Noël,21,10
T03762,2025-06-23,S01,Paris,P005,Lessive,Droguerie,8.5,7,59.5,C615,63,Senior,3070,Mobile,44,37,Non,Soleil,23.8,Black Friday,25,10
T03763,2025-07-18,S02,Lyon,P005,Lessive,Droguerie,8.5,8,68.0,C743,24,Famille,2349,Mobile,107,99,Non,Neige,27.6,Soldes,5,3
T03764,2025-05-13,S04,Lille,P007,Jeans,Textile,35.0,8,280.0,C432,32,Senior,3641,Mobile,190,182,Non,Soleil,25.9,Aucun,20,11
T03765,2025-09-21,S08,Nantes,P004,Shampoing,Droguerie,4.5,6,27.0,C989,28,Jeune,1376,Mobile,36,30,Oui,Nuageux,-2.3,Noël,24,9
T03766,2025-06-10,S06,Nice,P004,Shampoing,Droguerie,4.5,4,18.0,C989,54,Jeune,3748,Espèces,146,142,Non,Neige,10.6,Black Friday,38,14
T03767,2025-07-19,S02,Lyon,P008,Smartphone,Électronique,299.0,6,1794.0,C991,20,Famille,3613,CB,126,120,Non,Neige,33.6,Aucun,34,5
T03768,2025-07-22,S04,Lille,P007,Jeans,Textile,35.0,1,35.0,C294,55,Senior,743,CB,39,38,Non,Soleil,2.2,Soldes,45,31
T03769,2025-11-29,S07,Bordeaux,P008,Smartphone,Électronique,299.0,1,299.0,C748,51,Famille,4489,Mobile,88,87,Oui,Soleil,33.3,Soldes,16,11
T03770,2025-12-31,S05,Toulouse,P007,Jeans,Textile,35.0,7,245.0,C419,22,Famille,4241,Mobile,46,39,Oui,Soleil,4.7,Soldes,22,18
T03771,2025-11-22,S07,Bordeaux,P005,Lessive,Droguerie,8.5,10,85.0,C878,43,Famille,3758,Espèces,36,26,Non,Pluie,4.0,Soldes,31,19
T03772,2025-11-21,S08,Nantes,P006,T-shirt homme,Textile,12.0,4,48.0,C115,41,Actif,4571,Espèces,141,137,Non,Pluie,9.2,Soldes,25,13
T03773,2025-07-01,S02,Lyon,P008,Smartphone,Électronique,299.0,4,1196.0,C489,68,Senior,3229,Mobile,47,43,Non,Pluie,-1.6,Aucun,37,13
T03774,2025-12-14,S04,Lille,P010,Casque audio,Électronique,49.0,2,98.0,C945,45,Actif,538,Espèces,193,191,Non,Nuageux,25.2,Aucun,24,17
T03775,2025-01-16,S01,Paris,P006,T-shirt homme,Textile,12.0,6,72.0,C110,41,Famille,2424,Mobile,21,15,Oui,Soleil,30.6,Black Friday,39,37
T03776,2025-09-03,S08,Nantes,P008,Smartphone,Électronique,299.0,6,1794.0,C577,65,Jeune,3896,Mobile,48,42,Oui,Neige,7.4,Aucun,26,23
T03777,2025-09-08,S01,Paris,P006,T-shirt homme,Textile,12.0,9,108.0,C233,20,Famille,182,Espèces,96,87,Oui,Pluie,4.7,Soldes,19,1
T03778,2025-06-19,S02,Lyon,P005,Lessive,Droguerie,8.5,4,34.0,C994,35,Senior,4454,CB,30,26,Oui,Neige,8.1,Aucun,44,4
T03779,2025-01-20,S04,Lille,P006,T-shirt homme,Textile,12.0,7,84.0,C632,35,Actif,2112,CB,109,102,Non,Nuageux,25.6,Soldes,6,4
T03780,2025-05-29,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,7,8.4,C641,33,Senior,4556,Espèces,64,57,Non,Nuageux,14.6,Aucun,38,9
T03781,2025-02-02,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C698,33,Senior,914,Mobile,58,55,Non,Soleil,17.4,Aucun,2,0
T03782,2025-01-01,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C707,70,Actif,4219,Mobile,148,145,Non,Pluie,21.8,Soldes,34,26
T03783,2025-07-04,S03,Marseille,P005,Lessive,Droguerie,8.5,4,34.0,C966,40,Senior,4068,CB,67,63,Oui,Pluie,32.5,Soldes,30,16
T03784,2025-04-16,S03,Marseille,P009,TV 4K,Électronique,599.0,7,4193.0,C862,35,Actif,4078,CB,185,178,Oui,Pluie,3.4,Black Friday,43,34
T03785,2025-09-26,S04,Lille,P007,Jeans,Textile,35.0,8,280.0,C726,59,Famille,2382,CB,20,12,Non,Nuageux,34.2,Noël,27,17
T03786,2025-05-28,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,9,9.9,C864,34,Senior,3713,CB,27,18,Oui,Nuageux,28.2,Noël,43,10
T03787,2025-11-18,S01,Paris,P006,T-shirt homme,Textile,12.0,10,120.0,C270,53,Senior,3236,Espèces,43,33,Oui,Neige,12.8,Soldes,5,5
T03788,2025-04-10,S08,Nantes,P007,Jeans,Textile,35.0,1,35.0,C767,62,Jeune,3917,Mobile,178,177,Non,Soleil,-1.1,Noël,43,20
T03789,2025-01-14,S01,Paris,P006,T-shirt homme,Textile,12.0,5,60.0,C147,54,Famille,3506,Espèces,158,153,Oui,Nuageux,7.4,Aucun,18,12
T03790,2025-01-28,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,3,3.6,C684,31,Famille,2910,CB,85,82,Non,Soleil,19.4,Aucun,48,40
T03791,2025-09-22,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C461,32,Senior,1943,CB,133,123,Oui,Nuageux,19.3,Black Friday,19,6
T03792,2025-03-19,S03,Marseille,P009,TV 4K,Électronique,599.0,8,4792.0,C680,43,Actif,928,CB,103,95,Non,Nuageux,21.5,Soldes,7,1
T03793,2025-01-16,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,9,18.0,C878,52,Senior,1474,Mobile,26,17,Non,Nuageux,26.9,Soldes,27,1
T03794,2025-04-01,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C904,67,Actif,4018,Espèces,61,56,Non,Soleil,4.2,Black Friday,22,19
T03795,2025-09-18,S01,Paris,P006,T-shirt homme,Textile,12.0,1,12.0,C885,59,Jeune,4279,CB,160,159,Oui,Nuageux,17.6,Aucun,7,2
T03796,2025-02-28,S07,Bordeaux,P010,Casque audio,Électronique,49.0,8,392.0,C162,35,Jeune,1930,CB,42,34,Oui,Pluie,19.3,Soldes,42,9
T03797,2025-01-18,S02,Lyon,P008,Smartphone,Électronique,299.0,5,1495.0,C759,35,Senior,4268,Mobile,176,171,Non,Nuageux,-0.7,Aucun,7,6
T03798,2025-06-13,S07,Bordeaux,P010,Casque audio,Électronique,49.0,3,147.0,C177,67,Jeune,4739,Mobile,183,180,Non,Soleil,-2.0,Black Friday,20,15
T03799,2025-03-10,S07,Bordeaux,P010,Casque audio,Électronique,49.0,2,98.0,C974,50,Senior,1358,Mobile,183,181,Oui,Nuageux,11.4,Black Friday,36,20
T03800,2025-05-23,S08,Nantes,P008,Smartphone,Électronique,299.0,6,1794.0,C800,58,Senior,1149,CB,124,118,Non,Pluie,-3.7,Noël,24,13
T03801,2025-09-07,S01,Paris,P010,Casque audio,Électronique,49.0,9,441.0,C798,25,Famille,4765,Mobile,68,59,Non,Nuageux,10.3,Black Friday,38,12
T03802,2025-04-09,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,7,8.4,C896,26,Famille,2809,Espèces,21,14,Non,Nuageux,21.5,Soldes,40,39
T03803,2025-01-03,S05,Toulouse,P002,Riz 1kg,Alimentaire,2.0,6,12.0,C707,32,Actif,41,CB,32,26,Oui,Pluie,23.4,Soldes,50,34
T03804,2025-11-10,S04,Lille,P006,T-shirt homme,Textile,12.0,8,96.0,C303,63,Jeune,3427,CB,142,134,Non,Neige,-1.7,Soldes,29,18
T03805,2025-07-14,S07,Bordeaux,P005,Lessive,Droguerie,8.5,1,8.5,C376,43,Famille,2442,CB,195,194,Non,Pluie,32.1,Soldes,42,0
T03806,2025-12-28,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,1,2.0,C990,33,Jeune,97,Espèces,40,39,Oui,Nuageux,31.0,Aucun,20,17
T03807,2025-11-23,S08,Nantes,P004,Shampoing,Droguerie,4.5,10,45.0,C556,19,Senior,3118,CB,40,30,Oui,Neige,4.4,Noël,28,9
T03808,2025-06-07,S07,Bordeaux,P008,Smartphone,Électronique,299.0,1,299.0,C189,35,Jeune,3140,CB,97,96,Oui,Soleil,3.2,Noël,14,3
