livraison_id,type_flux,entrepot_depart_id,entrepot_depart_nom,entrepot_arrivee_id,entrepot_arrivee_nom,product_id,product_name,categorie,date_depart,date_arrivee_prevue,duree_transport_j,quantite,poids_kg,transporteur,cout_transport_eur,statut_livraison,incident
LIV01609,Entrepôt → Magasin,E08,Nantes-Atlantique,E04,Lille-Nord,P010,Casque audio,Électronique,2025-12-31,2026-01-03,3,1278,17787.3,Geodis,5229.09,En transit,Erreur quantité
LIV01610,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P005,Lessive,Droguerie,2025-08-07,2025-08-11,4,199,2659.1,Geodis,705.54,Livré,Aucun
LIV01611,Magasin → Magasin,E06,Nice-Est,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-07-22,2025-07-26,4,886,7251.1,DHL Supply Chain,1283.01,Livré,Aucun
LIV01612,Inter-entrepôts,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-08-06,2025-08-10,4,748,6871.1,DB Schenker,2076.0,Livré,Aucun
LIV01613,Fournisseur → Entrepôt,E03,Marseille-Port,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-02-22,2025-02-26,4,380,1144.9,Geodis,297.39,En transit,Aucun
LIV01614,Magasin → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P007,Jeans,Textile,2025-03-24,2025-03-29,5,1068,3989.3,XPO Logistics,550.59,Retardé,Aucun
LIV01615,Inter-entrepôts,E02,Lyon-Sud,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-02-12,2025-02-14,2,168,1723.7,Geodis,328.81,En transit,Casse
LIV01616,Inter-entrepôts,E08,Nantes-Atlantique,E05,Toulouse-Ouest,P005,Lessive,Droguerie,2025-09-01,2025-09-03,2,618,2971.8,XPO Logistics,1069.63,Livré,Aucun
LIV01617,Inter-entrepôts,E02,Lyon-Sud,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-02-08,2025-02-13,5,1441,21022.8,DB Schenker,3281.99,Livré,Aucun
LIV01618,Fournisseur → Entrepôt,E04,Lille-Nord,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-11-21,2025-11-24,3,1435,14806.0,Geodis,2628.46,Livré,Aucun
LIV01619,Magasin → Magasin,E04,Lille-Nord,E06,Nice-Est,P008,Smartphone,Électronique,2025-03-19,2025-03-24,5,1297,8394.3,FM Logistic,2121.75,Livré,Aucun
LIV01620,Entrepôt → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-05-05,2025-05-08,3,547,1364.9,DB Schenker,287.18,Livré,Aucun
LIV01621,Entrepôt → Magasin,E03,Marseille-Port,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-07-08,2025-07-10,2,1062,15277.3,Geodis,1855.43,Livré,Erreur quantité
LIV01622,Magasin → Magasin,E01,Paris-Rungis,E08,Nantes-Atlantique,P007,Jeans,Textile,2025-05-09,2025-05-14,5,250,1193.3,XPO Logistics,456.58,Livré,Erreur quantité
LIV01623,Entrepôt → Magasin,E02,Lyon-Sud,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-07-15,2025-07-20,5,205,893.5,Geodis,332.12,Livré,Aucun
LIV01624,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-09-01,2025-09-05,4,1070,4569.9,FM Logistic,1127.61,Livré,Aucun
LIV01625,Entrepôt → Magasin,E01,Paris-Rungis,E06,Nice-Est,P001,Lait demi-écrémé,Alimentaire,2025-09-07,2025-09-08,1,1185,6876.3,DB Schenker,1662.32,Livré,Aucun
LIV01626,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P010,Casque audio,Électronique,2025-12-20,2025-12-23,3,679,5515.9,DHL Supply Chain,708.59,Livré,Aucun
LIV01627,Inter-entrepôts,E07,Bordeaux-Centre,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-09-22,2025-09-23,1,1105,4510.0,DB Schenker,1414.03,Livré,Retard transporteur
LIV01628,Inter-entrepôts,E08,Nantes-Atlantique,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-04-11,2025-04-12,1,1227,11264.9,DB Schenker,1900.9,Livré,Casse
LIV01629,Fournisseur → Entrepôt,E06,Nice-Est,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-01-12,2025-01-13,1,783,7964.7,Geodis,1147.66,Livré,Aucun
LIV01630,Entrepôt → Magasin,E08,Nantes-Atlantique,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-01-28,2025-01-29,1,373,2815.0,DHL Supply Chain,830.53,Annulé,Retard transporteur
LIV01631,Inter-entrepôts,E03,Marseille-Port,E02,Lyon-Sud,P008,Smartphone,Électronique,2025-04-24,2025-04-28,4,1265,16317.8,Geodis,1315.39,Livré,Aucun
LIV01632,Fournisseur → Entrepôt,E01,Paris-Rungis,E04,Lille-Nord,P008,Smartphone,Électronique,2025-04-30,2025-05-03,3,441,2254.5,DB Schenker,346.69,En transit,Casse
LIV01633,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-04-18,2025-04-23,5,968,12935.2,DB Schenker,3393.99,Livré,Aucun
LIV01634,Magasin → Magasin,E05,Toulouse-Ouest,E02,Lyon-Sud,P007,Jeans,Textile,2025-01-31,2025-02-04,4,136,1470.3,Geodis,503.3,Livré,Aucun
LIV01635,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P004,Shampoing,Droguerie,2025-02-28,2025-03-04,4,605,991.9,DB Schenker,270.4,Livré,Aucun
LIV01636,Magasin → Magasin,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P001,Lait demi-écrémé,Alimentaire,2025-11-25,2025-11-27,2,1439,8061.8,XPO Logistics,1241.22,Livré,Aucun
LIV01637,Inter-entrepôts,E03,Marseille-Port,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-05-13,2025-05-15,2,747,9568.2,FM Logistic,2139.69,Livré,Aucun
LIV01638,Fournisseur → Entrepôt,E06,Nice-Est,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-03-27,2025-03-29,2,677,838.0,FM Logistic,409.8,Livré,Aucun
LIV01639,Magasin → Magasin,E08,Nantes-Atlantique,E03,Marseille-Port,P007,Jeans,Textile,2025-07-07,2025-07-10,3,219,588.5,DB Schenker,406.46,Livré,Aucun
LIV01640,Magasin → Magasin,E04,Lille-Nord,E06,Nice-Est,P004,Shampoing,Droguerie,2025-08-08,2025-08-12,4,845,5513.0,XPO Logistics,1404.87,Livré,Aucun
LIV01641,Inter-entrepôts,E02,Lyon-Sud,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-11-26,2025-12-01,5,1019,5644.9,DB Schenker,823.17,En transit,Aucun
LIV01642,Fournisseur → Entrepôt,E04,Lille-Nord,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-05-28,2025-05-31,3,939,4264.5,FM Logistic,981.24,Livré,Aucun
LIV01643,Inter-entrepôts,E03,Marseille-Port,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-07-10,2025-07-13,3,450,372.6,DB Schenker,383.03,Livré,Casse
LIV01644,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-09-08,2025-09-10,2,1403,20735.5,DHL Supply Chain,5285.75,En transit,Casse
LIV01645,Inter-entrepôts,E05,Toulouse-Ouest,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-07-03,2025-07-07,4,667,4271.3,XPO Logistics,512.5,Livré,Aucun
LIV01646,Entrepôt → Magasin,E03,Marseille-Port,E02,Lyon-Sud,P002,Riz 1kg,Alimentaire,2025-03-13,2025-03-15,2,1202,6337.3,FM Logistic,987.31,En transit,Aucun
LIV01647,Inter-entrepôts,E03,Marseille-Port,E02,Lyon-Sud,P003,Pâtes 500g,Alimentaire,2025-10-12,2025-10-15,3,541,947.4,XPO Logistics,562.45,Livré,Aucun
LIV01648,Magasin → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P005,Lessive,Droguerie,2025-05-16,2025-05-19,3,425,5803.3,FM Logistic,656.04,Livré,Aucun
LIV01649,Magasin → Magasin,E08,Nantes-Atlantique,E05,Toulouse-Ouest,P008,Smartphone,Électronique,2025-09-10,2025-09-15,5,1034,12619.0,FM Logistic,3336.81,Livré,Aucun
LIV01650,Entrepôt → Magasin,E04,Lille-Nord,E02,Lyon-Sud,P007,Jeans,Textile,2025-10-02,2025-10-05,3,391,1242.1,DB Schenker,337.95,Livré,Aucun
LIV01651,Magasin → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-07-18,2025-07-23,5,1455,4463.5,DHL Supply Chain,532.02,Livré,Aucun
LIV01652,Inter-entrepôts,E03,Marseille-Port,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-02-21,2025-02-24,3,610,3238.4,DHL Supply Chain,565.11,Retardé,Aucun
LIV01653,Inter-entrepôts,E07,Bordeaux-Centre,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-04-21,2025-04-24,3,889,3980.5,FM Logistic,1377.48,Livré,Aucun
LIV01654,Magasin → Magasin,E02,Lyon-Sud,E06,Nice-Est,P006,T-shirt homme,Textile,2025-01-07,2025-01-11,4,1435,12257.8,FM Logistic,2323.4,Livré,Aucun
LIV01655,Inter-entrepôts,E02,Lyon-Sud,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-11-18,2025-11-23,5,604,5170.7,XPO Logistics,1536.52,Livré,Aucun
LIV01656,Entrepôt → Magasin,E01,Paris-Rungis,E02,Lyon-Sud,P003,Pâtes 500g,Alimentaire,2025-05-29,2025-05-30,1,751,3944.0,XPO Logistics,962.92,Livré,Aucun
LIV01657,Magasin → Magasin,E04,Lille-Nord,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-04-14,2025-04-16,2,979,786.8,DHL Supply Chain,392.35,Livré,Aucun
LIV01658,Magasin → Magasin,E06,Nice-Est,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-05-18,2025-05-20,2,152,244.2,DB Schenker,88.83,Livré,Aucun
LIV01659,Entrepôt → Magasin,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-05-10,2025-05-14,4,433,5139.6,XPO Logistics,1691.72,Livré,Aucun
LIV01660,Entrepôt → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-08-13,2025-08-17,4,145,1456.7,DHL Supply Chain,632.42,Annulé,Aucun
LIV01661,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-11-19,2025-11-24,5,1194,13755.9,FM Logistic,2774.83,Livré,Erreur quantité
LIV01662,Fournisseur → Entrepôt,E04,Lille-Nord,E03,Marseille-Port,P003,Pâtes 500g,Alimentaire,2025-04-07,2025-04-08,1,546,4717.6,FM Logistic,1234.77,Livré,Aucun
LIV01663,Magasin → Magasin,E01,Paris-Rungis,E05,Toulouse-Ouest,P003,Pâtes 500g,Alimentaire,2025-11-26,2025-11-27,1,1289,17352.6,FM Logistic,1395.05,Livré,Aucun
LIV01664,Entrepôt → Magasin,E06,Nice-Est,E01,Paris-Rungis,P005,Lessive,Droguerie,2025-02-23,2025-02-26,3,14,77.9,DB Schenker,142.22,Livré,Aucun
LIV01665,Magasin → Magasin,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P003,Pâtes 500g,Alimentaire,2025-11-04,2025-11-08,4,458,5413.1,DHL Supply Chain,887.53,Livré,Aucun
LIV01666,Inter-entrepôts,E06,Nice-Est,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-12-19,2025-12-21,2,1442,12618.8,DHL Supply Chain,3475.33,Livré,Casse
LIV01667,Entrepôt → Magasin,E05,Toulouse-Ouest,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-01-14,2025-01-19,5,181,1261.1,FM Logistic,405.33,Livré,Aucun
LIV01668,Magasin → Magasin,E06,Nice-Est,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-08-20,2025-08-24,4,1040,13400.8,XPO Logistics,808.71,Livré,Aucun
LIV01669,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-05-13,2025-05-15,2,1109,970.5,DHL Supply Chain,294.05,Livré,Aucun
LIV01670,Entrepôt → Magasin,E07,Bordeaux-Centre,E06,Nice-Est,P004,Shampoing,Droguerie,2025-07-03,2025-07-04,1,1415,7042.3,DHL Supply Chain,655.69,Livré,Aucun
LIV01671,Entrepôt → Magasin,E03,Marseille-Port,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-04-15,2025-04-17,2,1031,9380.9,DHL Supply Chain,620.36,Livré,Aucun
LIV01672,Magasin → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P008,Smartphone,Électronique,2025-04-03,2025-04-06,3,416,2981.7,XPO Logistics,574.96,Livré,Aucun
LIV01673,Entrepôt → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P003,Pâtes 500g,Alimentaire,2025-06-22,2025-06-26,4,1188,16295.9,XPO Logistics,2669.66,Livré,Casse
LIV01674,Inter-entrepôts,E02,Lyon-Sud,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-02-16,2025-02-21,5,859,6611.2,XPO Logistics,1635.81,En transit,Aucun
LIV01675,Inter-entrepôts,E07,Bordeaux-Centre,E06,Nice-Est,P007,Jeans,Textile,2025-04-12,2025-04-13,1,763,3623.3,XPO Logistics,571.69,En transit,Aucun
LIV01676,Fournisseur → Entrepôt,E02,Lyon-Sud,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-07-02,2025-07-06,4,1321,7049.5,DHL Supply Chain,2093.49,Livré,Aucun
LIV01677,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E06,Nice-Est,P004,Shampoing,Droguerie,2025-06-18,2025-06-19,1,627,3181.9,DB Schenker,543.98,Livré,Aucun
LIV01678,Inter-entrepôts,E05,Toulouse-Ouest,E06,Nice-Est,P006,T-shirt homme,Textile,2025-04-06,2025-04-11,5,925,10642.2,DHL Supply Chain,2271.65,Livré,Aucun
LIV01679,Magasin → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P004,Shampoing,Droguerie,2025-11-25,2025-11-27,2,719,2078.9,Geodis,625.7,Retardé,Aucun
LIV01680,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-04-11,2025-04-12,1,672,2976.3,DHL Supply Chain,379.89,Livré,Aucun
LIV01681,Fournisseur → Entrepôt,E01,Paris-Rungis,E02,Lyon-Sud,P007,Jeans,Textile,2025-04-11,2025-04-13,2,1028,9895.1,Geodis,3078.88,Livré,Aucun
LIV01682,Fournisseur → Entrepôt,E03,Marseille-Port,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-11-18,2025-11-22,4,421,5208.0,Geodis,923.06,Livré,Aucun
LIV01683,Inter-entrepôts,E07,Bordeaux-Centre,E03,Marseille-Port,P006,T-shirt homme,Textile,2025-05-26,2025-05-28,2,803,5983.0,DHL Supply Chain,1347.59,Livré,Erreur quantité
LIV01684,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-07-17,2025-07-22,5,1062,6693.3,XPO Logistics,933.18,Livré,Aucun
LIV01685,Inter-entrepôts,E08,Nantes-Atlantique,E05,Toulouse-Ouest,P009,TV 4K,Électronique,2025-10-09,2025-10-11,2,203,2537.3,Geodis,337.85,Livré,Retard transporteur
LIV01686,Magasin → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P010,Casque audio,Électronique,2025-05-25,2025-05-30,5,202,2605.7,Geodis,486.53,Livré,Aucun
LIV01687,Magasin → Magasin,E01,Paris-Rungis,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-10-06,2025-10-09,3,1204,17149.4,XPO Logistics,5123.84,Livré,Aucun
LIV01688,Inter-entrepôts,E08,Nantes-Atlantique,E05,Toulouse-Ouest,P006,T-shirt homme,Textile,2025-12-30,2026-01-03,4,156,750.5,DB Schenker,106.1,Retardé,Aucun
LIV01689,Inter-entrepôts,E04,Lille-Nord,E02,Lyon-Sud,P006,T-shirt homme,Textile,2025-08-20,2025-08-25,5,1236,1206.1,Geodis,359.03,En transit,Aucun
LIV01690,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-05-27,2025-05-31,4,155,225.0,XPO Logistics,181.21,Livré,Retard transporteur
LIV01691,Inter-entrepôts,E06,Nice-Est,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-06-19,2025-06-20,1,1431,14882.2,XPO Logistics,3037.2,Retardé,Aucun
LIV01692,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-05-05,2025-05-08,3,1143,2864.8,Geodis,489.13,Livré,Aucun
LIV01693,Inter-entrepôts,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-05-05,2025-05-10,5,1364,9587.1,FM Logistic,1044.27,Livré,Erreur quantité
LIV01694,Inter-entrepôts,E04,Lille-Nord,E05,Toulouse-Ouest,P001,Lait demi-écrémé,Alimentaire,2025-11-22,2025-11-27,5,1472,6782.7,DHL Supply Chain,802.57,En transit,Aucun
LIV01695,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P005,Lessive,Droguerie,2025-12-18,2025-12-21,3,1052,6142.6,Geodis,1112.26,En transit,Aucun
LIV01696,Magasin → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P009,TV 4K,Électronique,2025-11-22,2025-11-25,3,1169,10908.8,FM Logistic,1058.31,Livré,Aucun
LIV01697,Entrepôt → Magasin,E02,Lyon-Sud,E03,Marseille-Port,P001,Lait demi-écrémé,Alimentaire,2025-01-03,2025-01-08,5,566,2146.8,FM Logistic,650.77,Annulé,Retard transporteur
LIV01698,Entrepôt → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-10-30,2025-11-03,4,520,6980.7,DB Schenker,520.34,Livré,Aucun
LIV01699,Fournisseur → Entrepôt,E01,Paris-Rungis,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-05-25,2025-05-27,2,359,2435.1,Geodis,822.12,Livré,Retard transporteur
LIV01700,Inter-entrepôts,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-02-27,2025-03-03,4,187,1909.3,DB Schenker,672.73,Retardé,Retard transporteur
LIV01701,Entrepôt → Magasin,E06,Nice-Est,E08,Nantes-Atlantique,P002,Riz 1kg,Alimentaire,2025-12-02,2025-12-06,4,486,1093.9,DB Schenker,292.01,Livré,Casse
LIV01702,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-05-05,2025-05-09,4,851,11854.3,DB Schenker,1375.23,Livré,Aucun
LIV01703,Inter-entrepôts,E06,Nice-Est,E08,Nantes-Atlantique,P009,TV 4K,Électronique,2025-04-18,2025-04-23,5,726,1110.7,Geodis,304.1,Livré,Erreur quantité
LIV01704,Magasin → Magasin,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-08-11,2025-08-15,4,1034,4485.6,Geodis,1017.05,Livré,Casse
LIV01705,Entrepôt → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P010,Casque audio,Électronique,2025-11-29,2025-11-30,1,703,5599.3,Geodis,1746.82,En transit,Aucun
LIV01706,Fournisseur → Entrepôt,E02,Lyon-Sud,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-02-18,2025-02-21,3,796,772.9,FM Logistic,312.0,Livré,Aucun
LIV01707,Magasin → Magasin,E03,Marseille-Port,E06,Nice-Est,P010,Casque audio,Électronique,2025-01-08,2025-01-09,1,564,8143.7,XPO Logistics,1764.49,Livré,Aucun
LIV01708,Entrepôt → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P007,Jeans,Textile,2025-07-22,2025-07-23,1,302,2101.6,FM Logistic,509.44,Livré,Retard transporteur
LIV01709,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E05,Toulouse-Ouest,P008,Smartphone,Électronique,2025-02-15,2025-02-20,5,167,2146.0,DHL Supply Chain,502.52,Livré,Aucun
LIV01710,Entrepôt → Magasin,E06,Nice-Est,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-11-28,2025-12-01,3,981,3648.5,XPO Logistics,390.72,Livré,Erreur quantité
LIV01711,Entrepôt → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P002,Riz 1kg,Alimentaire,2025-12-23,2025-12-26,3,1056,2997.6,XPO Logistics,885.24,En transit,Aucun
LIV01712,Entrepôt → Magasin,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-06-08,2025-06-12,4,1171,8346.1,XPO Logistics,1849.27,En transit,Aucun
LIV01713,Fournisseur → Entrepôt,E01,Paris-Rungis,E08,Nantes-Atlantique,P001,Lait demi-écrémé,Alimentaire,2025-02-16,2025-02-21,5,934,6043.9,Geodis,1592.51,Livré,Aucun
LIV01714,Fournisseur → Entrepôt,E02,Lyon-Sud,E06,Nice-Est,P006,T-shirt homme,Textile,2025-02-15,2025-02-16,1,415,3965.5,DHL Supply Chain,571.73,Livré,Aucun
LIV01715,Entrepôt → Magasin,E07,Bordeaux-Centre,E06,Nice-Est,P002,Riz 1kg,Alimentaire,2025-07-18,2025-07-22,4,1149,12737.4,XPO Logistics,3486.57,Livré,Aucun
LIV01716,Entrepôt → Magasin,E08,Nantes-Atlantique,E02,Lyon-Sud,P009,TV 4K,Électronique,2025-06-08,2025-06-13,5,155,1212.8,DB Schenker,416.24,Livré,Aucun
LIV01717,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-07-09,2025-07-13,4,301,3854.1,FM Logistic,729.53,Livré,Aucun
LIV01718,Magasin → Magasin,E04,Lille-Nord,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-03-20,2025-03-21,1,1458,21269.6,DB Schenker,1510.89,Livré,Aucun
LIV01719,Entrepôt → Magasin,E08,Nantes-Atlantique,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-04-10,2025-04-11,1,1288,927.5,FM Logistic,372.83,Livré,Erreur quantité
LIV01720,Magasin → Magasin,E04,Lille-Nord,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-03-10,2025-03-11,1,1438,11963.5,DB Schenker,1872.61,Livré,Aucun
LIV01721,Entrepôt → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-07-07,2025-07-11,4,190,2366.7,DHL Supply Chain,851.98,Livré,Erreur quantité
LIV01722,Fournisseur → Entrepôt,E02,Lyon-Sud,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-06-11,2025-06-15,4,808,5226.2,Geodis,550.2,En transit,Aucun
LIV01723,Entrepôt → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-01-10,2025-01-11,1,1079,11248.4,DB Schenker,746.57,Livré,Aucun
LIV01724,Magasin → Magasin,E08,Nantes-Atlantique,E06,Nice-Est,P010,Casque audio,Électronique,2025-04-06,2025-04-10,4,383,2150.4,Geodis,660.3,Livré,Aucun
LIV01725,Inter-entrepôts,E04,Lille-Nord,E03,Marseille-Port,P010,Casque audio,Électronique,2025-11-18,2025-11-23,5,1332,5454.4,FM Logistic,515.97,Livré,Aucun
LIV01726,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-04-15,2025-04-18,3,307,818.9,XPO Logistics,380.74,Livré,Aucun
LIV01727,Entrepôt → Magasin,E01,Paris-Rungis,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-04-23,2025-04-28,5,1124,9676.5,DHL Supply Chain,1200.56,Livré,Aucun
LIV01728,Magasin → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P005,Lessive,Droguerie,2025-12-03,2025-12-08,5,1364,17107.7,Geodis,1434.9,En transit,Aucun
LIV01729,Inter-entrepôts,E06,Nice-Est,E04,Lille-Nord,P009,TV 4K,Électronique,2025-09-08,2025-09-09,1,1387,15490.3,DHL Supply Chain,3937.55,Livré,Aucun
LIV01730,Entrepôt → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P004,Shampoing,Droguerie,2025-07-22,2025-07-27,5,149,1748.2,FM Logistic,698.35,Livré,Aucun
LIV01731,Magasin → Magasin,E05,Toulouse-Ouest,E06,Nice-Est,P009,TV 4K,Électronique,2025-04-07,2025-04-11,4,282,1778.3,DHL Supply Chain,646.87,Livré,Aucun
LIV01732,Magasin → Magasin,E02,Lyon-Sud,E05,Toulouse-Ouest,P008,Smartphone,Électronique,2025-06-12,2025-06-14,2,1234,7826.5,XPO Logistics,2389.8,Livré,Aucun
LIV01733,Magasin → Magasin,E02,Lyon-Sud,E04,Lille-Nord,P005,Lessive,Droguerie,2025-12-29,2026-01-03,5,1305,12172.3,Geodis,3609.92,Livré,Aucun
LIV01734,Inter-entrepôts,E05,Toulouse-Ouest,E03,Marseille-Port,P003,Pâtes 500g,Alimentaire,2025-08-16,2025-08-20,4,82,460.5,Geodis,365.43,Livré,Casse
LIV01735,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-06-01,2025-06-06,5,174,1442.3,FM Logistic,682.78,En transit,Erreur quantité
LIV01736,Magasin → Magasin,E08,Nantes-Atlantique,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-07-08,2025-07-09,1,217,785.2,DHL Supply Chain,431.97,Livré,Aucun
LIV01737,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-01-12,2025-01-13,1,503,2195.2,FM Logistic,665.97,Livré,Aucun
LIV01738,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-05-30,2025-06-03,4,372,1817.5,DHL Supply Chain,554.87,Livré,Aucun
LIV01739,Inter-entrepôts,E04,Lille-Nord,E05,Toulouse-Ouest,P003,Pâtes 500g,Alimentaire,2025-09-04,2025-09-06,2,486,484.6,DB Schenker,157.17,Livré,Aucun
LIV01740,Magasin → Magasin,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-04-02,2025-04-03,1,96,1249.9,Geodis,372.04,Livré,Aucun
LIV01741,Magasin → Magasin,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P004,Shampoing,Droguerie,2025-01-30,2025-02-03,4,1169,16365.8,FM Logistic,3231.26,En transit,Aucun
LIV01742,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E04,Lille-Nord,P007,Jeans,Textile,2025-02-04,2025-02-08,4,49,444.5,DB Schenker,136.76,Livré,Aucun
LIV01743,Magasin → Magasin,E03,Marseille-Port,E04,Lille-Nord,P008,Smartphone,Électronique,2025-12-21,2025-12-25,4,282,370.5,Geodis,340.79,Livré,Aucun
LIV01744,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-12-26,2025-12-29,3,775,498.0,DHL Supply Chain,366.31,Livré,Aucun
